ID,year,loan_limit,Gender,approv_in_adv,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
25197,2019,,Male,nopre,p4,l1,nopc,nob/c,866500,3.625,-0.5806,6245.0,228,neg_amm,not_int,not_lpsm,718000.0,home,3U,12300.0,EXP,712,CIB,25-34,85.07194245,south,direct,0,35.0
25554,2019,cf,Joint,nopre,p1,l1,nopc,nob/c,266500,3.99,0.7548,1702.16,120,not_neg,not_int,not_lpsm,368000.0,home,1U,7020.0,EXP,522,CIB,45-54,94.14498141,south,direct,1,40.0
24946,2019,cf,Sex Not Available,nopre,p1,l2,nopc,nob/c,426500,3.375,0.8083,3940.31,240,not_neg,not_int,not_lpsm,978000.0,home,1U,9360.0,EQUI,537,EXP,55-64,69.05487805,south,direct,1,18.0
24929,2019,cf,Sex Not Available,nopre,p2,l1,nopc,b/c,636500,5.125,0.0567,141.7,192,neg_amm,not_int,not_lpsm,1088000.0,home,3U,14160.0,CRIF,811,EXP,45-54,61.92434211,south,direct,0,40.0
25263,2019,cf,Sex Not Available,pre,p4,l1,nopc,nob/c,666500,5.125,0.0349,3437.5,300,not_neg,not_int,lpsm,708000.0,home,1U,19620.0,EXP,716,EXP,35-44,92.7259887,North,direct,0,10.0
25309,2019,,Sex Not Available,nopre,p3,l1,nopc,nob/c,796500,2.75,0.5971,2980.63,240,not_neg,not_int,not_lpsm,418000.0,home,3U,11460.0,EXP,597,CIB,35-44,48.76644737,south,direct,0,22.0
25821,2019,ncf,Female,nopre,p2,l1,nopc,b/c,106500,4.99,0.1691,3334.84,336,not_neg,not_int,not_lpsm,908000.0,home,2U,3720.0,CRIF,847,EXP,35-44,99.05063291,North,direct,0,31.0
25709,2019,cf,Male,,p4,l1,nopc,b/c,386500,4.0,0.0318,2329.8,312,not_neg,not_int,not_lpsm,1018000.0,home,3U,1140.0,CIB,892,CIB,35-44,86.93181818,south,direct,0,14.0
24951,2019,ncf,Female,pre,p1,l1,nopc,nob/c,1376500,4.99,0.6654,3620.0,360,not_neg,not_int,not_lpsm,1108000.0,home,1U,12240.0,CIB,568,CIB,55-64,66.10824742,south,direct,0,28.0
25048,2019,cf,Sex Not Available,nopre,p1,l1,nopc,nob/c,886500,4.875,0.3337,2818.75,360,neg_amm,not_int,not_lpsm,138000.0,home,1U,10080.0,CRIF,635,CIB,55-64,75.40650407,central,direct,0,17.0
25752,2019,cf,Female,nopre,p1,l1,nopc,nob/c,596500,2.875,0.479,4394.53,360,not_neg,not_int,not_lpsm,648000.0,home,1U,18480.0,EQUI,652,CIB,,77.05223881,North,direct,0,43.0
25405,2019,cf,Female,nopre,p4,l1,opc,nob/c,626500,3.625,1.4331,3410.0,156,not_neg,not_int,not_lpsm,178000.0,home,1U,3000.0,EXP,764,EXP,,92.22972973,south,direct,1,57.0
25719,2019,ncf,Joint,nopre,p4,l1,nopc,b/c,1506500,4.875,0.3399,2614.0,348,not_neg,not_int,not_lpsm,1228000.0,home,1U,9660.0,CIB,869,EXP,35-44,96.7877095,south,direct,0,31.0
25013,2019,cf,Sex Not Available,pre,p4,l1,nopc,nob/c,376500,5.625,0.3239,12800.0,180,not_neg,not_int,not_lpsm,648000.0,home,1U,9180.0,EQUI,832,EXP,55-64,29.16666667,North,direct,0,53.0
25167,2019,cf,Male,nopre,p3,l1,opc,b/c,776500,4.0,0.342,3792.82,108,not_neg,not_int,not_lpsm,428000.0,home,4U,1620.0,EXP,876,EXP,55-64,75.17361111,North,direct,1,48.0
25038,2019,ncf,Sex Not Available,,p1,l1,nopc,nob/c,576500,3.375,0.347,961.32,360,not_neg,not_int,lpsm,738000.0,home,1U,6360.0,EQUI,824,CIB,35-44,66.85855263,North-East,direct,0,37.0
25288,2019,cf,Female,nopre,p1,l1,nopc,nob/c,26500,4.56,-0.0978,4478.4,336,not_neg,int_only,not_lpsm,698000.0,home,1U,6420.0,EQUI,761,EXP,35-44,96.82890855,North-East,direct,0,20.0
24994,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,986500,3.625,0.6165,2627.2,288,not_neg,int_only,lpsm,928000.0,home,1U,1980.0,CRIF,820,CIB,45-54,65.39665971,central,direct,0,27.0
25486,2019,cf,Male,nopre,p2,l1,nopc,b/c,426500,3.5,0.8443,1772.02,348,not_neg,not_int,lpsm,328000.0,home,1U,9600.0,CRIF,568,EXP,65-74,62.01431493,North,direct,0,35.0
25816,2019,ncf,Joint,,p4,l1,nopc,b/c,406500,5.25,0.8279,631.06,228,not_neg,not_int,not_lpsm,368000.0,home,3U,1380.0,EXP,778,CIB,,87.62975779,south,direct,0,58.0
25505,2019,,Female,nopre,p3,l1,nopc,nob/c,276500,3.99,0.9385,4054.09,300,not_neg,not_int,lpsm,908000.0,home,1U,1320.0,EQUI,615,CIB,25-34,75.06188119,south,direct,0,37.0
25811,2019,cf,Sex Not Available,nopre,p1,l1,nopc,nob/c,86500,3.875,-0.3455,4412.33,228,neg_amm,not_int,not_lpsm,298000.0,home,1U,7260.0,EXP,661,EXP,65-74,76.62037037,North,direct,1,21.0
25343,2019,ncf,Female,nopre,p1,l2,nopc,nob/c,496500,3.0,-0.2096,346.68,192,not_neg,not_int,not_lpsm,198000.0,home,1U,12360.0,CRIF,867,CIB,65-74,33.58585859,North,direct,0,56.0
25631,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,446500,3.65,0.6034,3900.0,240,not_neg,not_int,not_lpsm,,home,1U,3480.0,CIB,635,EXP,35-44,45.40190736,North,direct,0,55.0
25792,2019,ncf,Sex Not Available,nopre,p3,l1,nopc,nob/c,406500,4.56,0.1389,4476.97,360,not_neg,not_int,not_lpsm,428000.0,home,1U,6000.0,CRIF,703,EXP,25-34,65.58679707,south,direct,0,23.0
25472,2019,,Sex Not Available,nopre,p1,l1,nopc,nob/c,136500,4.99,1.4569,757.9,360,not_neg,not_int,lpsm,1208000.0,home,3U,9180.0,CRIF,884,EXP,45-54,61.07594937,North,direct,0,20.0
25647,2019,cf,Male,nopre,p3,l1,nopc,b/c,516500,5.375,0.464,3240.0,312,neg_amm,not_int,not_lpsm,928000.0,home,1U,8640.0,EXP,732,EXP,,79.65328467,south,direct,0,51.0
25317,2019,,Joint,nopre,p3,l1,nopc,nob/c,316500,4.56,0.2072,5027.23,228,not_neg,not_int,lpsm,1538000.0,home,3U,32400.0,EXP,550,EXP,35-44,80.95611285,south,direct,0,36.0
25356,2019,cf,Sex Not Available,nopre,p4,l2,nopc,b/c,406500,3.5,0.2374,3764.72,312,not_neg,not_int,not_lpsm,398000.0,home,1U,13200.0,EQUI,552,CIB,65-74,83.91472868,North,direct,0,49.0
25357,2019,cf,Joint,,p4,l1,nopc,nob/c,906500,4.99,0.5022,5072.5,156,not_neg,not_int,not_lpsm,3848000.0,home,2U,14820.0,EQUI,831,CIB,25-34,35.75949367,south,direct,0,22.0
25102,2019,cf,Female,pre,p2,l1,nopc,b/c,596500,3.875,0.4702,3025.0,360,not_neg,int_only,not_lpsm,348000.0,home,1U,28440.0,CRIF,756,EXP,25-34,43.47527473,North,direct,1,42.0
25791,2019,cf,Female,nopre,p4,l1,nopc,nob/c,256500,3.99,0.3124,4275.0,312,not_neg,not_int,not_lpsm,1948000.0,home,1U,18480.0,CIB,749,CIB,65-74,96.57643312,North,direct,0,39.0
25817,2019,cf,Sex Not Available,nopre,p1,l1,nopc,b/c,826500,3.75,-0.1096,2716.74,228,not_neg,not_int,lpsm,688000.0,home,1U,2760.0,CRIF,874,CIB,55-64,89.29640719,south,direct,0,6.0
25045,2019,cf,Sex Not Available,nopre,p1,l1,nopc,nob/c,596500,3.99,0.5666,795.0,180,not_neg,not_int,not_lpsm,898000.0,home,2U,24060.0,EXP,623,CIB,55-64,58.82687927,south,direct,1,51.0
25199,2019,ncf,Joint,pre,p3,l2,nopc,nob/c,826500,3.5,-0.367,978.0,312,neg_amm,not_int,not_lpsm,208000.0,home,1U,3840.0,EQUI,536,CIB,35-44,64.75694444,central,direct,0,5.0
25219,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,366500,3.69,-0.1555,4335.0,360,not_neg,not_int,not_lpsm,598000.0,home,1U,12420.0,CRIF,768,EXP,45-54,65.58679707,North,direct,1,48.0
25408,2019,cf,Joint,nopre,p1,l1,nopc,nob/c,456500,4.625,0.5271,8167.53,360,not_neg,not_int,not_lpsm,718000.0,home,1U,2760.0,EXP,726,EXP,35-44,75.17361111,central,direct,0,43.0
25451,2019,cf,Female,nopre,p3,l1,nopc,nob/c,636500,3.25,0.0349,916.0,312,not_neg,not_int,lpsm,1268000.0,home,1U,6660.0,EXP,555,EXP,65-74,66.10824742,south,direct,0,34.0
25481,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,96500,4.5,0.9385,3612.0,360,not_neg,not_int,not_lpsm,2398000.0,home,1U,4620.0,CRIF,648,EXP,25-34,79.06050955,central,direct,0,35.0
24925,2019,cf,Joint,pre,p4,l1,nopc,nob/c,656500,4.5,0.5585,631.06,192,not_neg,not_int,not_lpsm,1308000.0,home,2U,6060.0,CRIF,871,EXP,45-54,84.43877551,North,direct,0,21.0
25004,2019,,Joint,nopre,p3,l1,nopc,b/c,866500,2.99,1.1345,1061.59,108,not_neg,not_int,lpsm,688000.0,home,1U,12060.0,CRIF,502,EXP,>74,111.0465116,south,direct,0,31.0
25000,2019,cf,Joint,nopre,p3,l2,opc,nob/c,206500,3.99,1.7615,3432.4,192,not_neg,int_only,not_lpsm,888000.0,home,2U,6000.0,EQUI,600,EXP,35-44,78.84615385,North,direct,0,15.0
24992,2019,cf,Female,pre,p4,l1,nopc,nob/c,86500,4.625,-0.0582,4595.02,192,not_neg,int_only,not_lpsm,138000.0,home,2U,12600.0,EQUI,796,EXP,25-34,73.70689655,south,direct,0,30.0
25729,2019,,Female,nopre,p4,l2,nopc,nob/c,396500,4.25,0.6507,6052.0,180,not_neg,not_int,not_lpsm,2398000.0,home,1U,2820.0,CRIF,535,EXP,25-34,75.65502183,North,direct,0,14.0
25594,2019,ncf,Joint,nopre,p2,l1,nopc,nob/c,456500,3.625,1.2165,7198.44,240,not_neg,not_int,not_lpsm,408000.0,home,1U,9000.0,EXP,709,CIB,25-34,59.64506173,central,direct,0,17.0
25724,2019,cf,Joint,nopre,p1,l1,opc,nob/c,576500,,0.048,2500.0,360,not_neg,not_int,lpsm,1298000.0,home,4U,4920.0,EXP,865,EXP,45-54,73.30508475,North,direct,0,56.0
25432,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,416500,3.5,1.1248,4054.09,360,not_neg,not_int,not_lpsm,78000.0,home,2U,18000.0,CRIF,777,EXP,65-74,75.29761905,central,direct,0,42.0
25254,2019,,Sex Not Available,nopre,p3,l1,nopc,nob/c,156500,3.0,-0.0896,5284.38,348,not_neg,not_int,lpsm,358000.0,home,1U,1500.0,CRIF,797,CIB,65-74,89.35185185,North,direct,0,55.0
25483,2019,,Joint,nopre,p1,l1,nopc,nob/c,386500,4.5,0.38,1787.19,288,not_neg,int_only,not_lpsm,708000.0,home,2U,8880.0,CIB,685,EXP,65-74,74.49748744,central,direct,0,12.0
25862,2019,,Sex Not Available,nopre,p4,l1,nopc,nob/c,66500,2.75,0.3422,9323.75,360,not_neg,not_int,not_lpsm,478000.0,home,1U,16380.0,CIB,585,CIB,35-44,72.53401361,south,direct,0,32.0
25666,2019,cf,Joint,nopre,p1,l1,nopc,nob/c,716500,4.375,1.2341,6172.13,288,not_neg,not_int,not_lpsm,478000.0,home,2U,11880.0,CRIF,611,CIB,>74,79.33673469,North,direct,0,43.0
25442,2019,ncf,Male,nopre,p2,l1,nopc,nob/c,216500,3.375,-0.1789,12500.0,96,not_neg,int_only,not_lpsm,618000.0,home,2U,22500.0,EXP,552,CIB,25-34,101.6732283,south,direct,0,49.0
25572,2019,ncf,Joint,pre,p3,l1,nopc,b/c,126500,3.0,-0.0311,123.61,120,neg_amm,int_only,not_lpsm,308000.0,home,1U,7080.0,CRIF,683,CIB,>74,33.83905013,south,direct,0,58.0
25370,2019,ncf,Female,nopre,p4,l1,nopc,nob/c,166500,4.49,0.6507,1063.91,288,neg_amm,not_int,not_lpsm,548000.0,home,1U,8760.0,CRIF,725,EXP,35-44,39.32160804,North,direct,0,17.0
25005,2019,cf,Male,nopre,p3,l2,opc,nob/c,886500,3.25,0.2525,5073.75,108,not_neg,not_int,not_lpsm,1048000.0,home,4U,5100.0,CIB,629,CIB,35-44,85.25641026,central,direct,1,46.0
25854,2019,cf,Male,nopre,p3,l1,opc,nob/c,466500,5.625,0.3584,4156.25,360,neg_amm,not_int,not_lpsm,1308000.0,home,1U,7440.0,EQUI,553,CIB,65-74,36.81133056,south,direct,0,35.0
25134,2019,,Sex Not Available,,p1,l2,nopc,b/c,416500,3.7,0.6601,2818.75,156,not_neg,not_int,not_lpsm,298000.0,home,2U,6360.0,CRIF,884,CIB,>74,71.28820961,south,direct,0,31.0
25167,2019,ncf,Sex Not Available,,p4,l1,nopc,nob/c,626500,3.625,1.42,2900.0,276,not_neg,not_int,not_lpsm,,home,1U,71220.0,EQUI,798,CIB,55-64,81.35451505,south,direct,0,45.0
25147,2019,,Male,nopre,p3,l1,nopc,nob/c,616500,,0.0361,2468.75,240,not_neg,not_int,not_lpsm,868000.0,home,1U,4560.0,EXP,572,CIB,45-54,73.30508475,North,direct,0,18.0
25030,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,566500,4.125,0.0454,2054.53,348,not_neg,not_int,not_lpsm,588000.0,home,4U,10500.0,CIB,726,CIB,,70.38770053,North,direct,0,50.0
24931,2019,,Joint,nopre,p4,l1,nopc,nob/c,216500,5.375,-0.0685,5129.0,348,neg_amm,not_int,not_lpsm,508000.0,home,2U,17580.0,EXP,865,EXP,65-74,101.6732283,central,direct,0,31.0
25779,2019,cf,Joint,,p4,l1,nopc,nob/c,446500,3.25,0.494,3515.53,180,neg_amm,int_only,not_lpsm,1258000.0,home,2U,9180.0,EXP,864,CIB,45-54,84.92647059,south,direct,0,31.0
25260,2019,ncf,Female,nopre,p4,l1,nopc,b/c,326500,,0.6648,4000.0,240,not_neg,not_int,not_lpsm,1268000.0,home,1U,13140.0,EQUI,694,EXP,25-34,80.03246753,North,direct,0,31.0
25522,2019,ncf,Male,nopre,p1,l1,nopc,nob/c,316500,3.99,0.3613,12500.0,360,neg_amm,not_int,not_lpsm,2008000.0,home,3U,2100.0,CRIF,886,CIB,>74,32.04607046,south,direct,0,24.0
25741,2019,cf,Female,nopre,p3,l1,nopc,nob/c,356500,2.75,0.3313,3155.0,312,not_neg,not_int,not_lpsm,548000.0,home,1U,6660.0,CIB,580,EXP,55-64,75.24038462,south,direct,0,41.0
25167,2019,cf,Male,,p1,l1,nopc,nob/c,246500,,0.4341,2235.0,300,not_neg,int_only,not_lpsm,2398000.0,home,1U,2340.0,CRIF,867,CIB,45-54,74.45652174,central,direct,0,8.0
25746,2019,,Sex Not Available,nopre,p3,l1,nopc,nob/c,796500,2.75,0.3192,950.0,348,not_neg,not_int,not_lpsm,988000.0,home,1U,16080.0,EXP,814,CIB,<25,86.13945578,North,direct,0,14.0
25529,2019,,Female,nopre,p4,l1,nopc,nob/c,306500,5.125,-0.0958,516.96,360,neg_amm,not_int,not_lpsm,368000.0,home,1U,8580.0,CIB,810,EXP,<25,81.25,North,direct,0,43.0
25444,2019,cf,Male,nopre,p3,l2,opc,nob/c,516500,,0.3281,3265.0,180,not_neg,not_int,not_lpsm,318000.0,home,4U,12300.0,CRIF,886,CIB,35-44,61.28762542,south,direct,0,27.0
25261,2019,cf,Male,nopre,p3,l1,opc,nob/c,346500,5.25,0.7528,6875.07,360,neg_amm,not_int,not_lpsm,628000.0,home,2U,2400.0,CRIF,545,EXP,25-34,83.67579909,North,direct,1,42.0
25073,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,876500,3.625,-0.2959,906.97,228,not_neg,not_int,not_lpsm,418000.0,home,1U,8520.0,EXP,523,EXP,55-64,80.03875969,North-East,direct,0,40.0
25791,2019,cf,Male,,p4,l1,nopc,nob/c,496500,4.56,0.9005,1583.1,336,not_neg,not_int,not_lpsm,908000.0,home,1U,4560.0,CIB,844,EXP,55-64,69.27570093,North,direct,0,60.0
25385,2019,,Sex Not Available,pre,p4,l2,opc,nob/c,476500,3.5,1.2341,2750.0,180,not_neg,not_int,not_lpsm,208000.0,home,1U,7500.0,EXP,553,CIB,35-44,78.22580645,south,direct,1,32.0
25562,2019,,Joint,nopre,p4,l1,nopc,nob/c,336500,3.5,1.1445,2231.25,192,not_neg,not_int,not_lpsm,728000.0,home,1U,12300.0,EXP,714,CIB,65-74,28.08441558,North,direct,0,36.0
24983,2019,,Male,nopre,p3,l1,nopc,nob/c,566500,3.75,0.0988,3612.0,324,not_neg,not_int,not_lpsm,1088000.0,home,3U,12540.0,EXP,752,EXP,>74,98.07692308,North,direct,0,48.0
25703,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,486500,4.56,0.61,2627.2,144,not_neg,not_int,not_lpsm,508000.0,home,1U,18000.0,CRIF,669,CIB,35-44,62.68115942,south,direct,0,25.0
25154,2019,,Joint,,p4,l2,nopc,nob/c,656500,3.125,0.0077,4669.89,180,not_neg,not_int,not_lpsm,1128000.0,home,3U,3300.0,EXP,675,EXP,35-44,59.16988417,south,direct,0,48.0
25840,2019,,Female,nopre,p3,l1,nopc,nob/c,306500,4.875,0.0534,9618.75,360,not_neg,not_int,not_lpsm,158000.0,home,1U,11640.0,CIB,756,CIB,65-74,70.22058824,North,direct,0,37.0
25813,2019,cf,Male,,p1,l1,nopc,b/c,516500,4.25,-0.3049,5975.0,276,neg_amm,not_int,not_lpsm,288000.0,home,1U,13200.0,EXP,892,CIB,65-74,99.74489796,south,direct,0,42.0
25849,2019,ncf,Sex Not Available,nopre,p3,l1,nopc,nob/c,396500,3.375,1.0186,786.33,360,not_neg,int_only,lpsm,478000.0,home,2U,16680.0,EXP,863,EXP,<25,83.91472868,North,direct,0,55.0
25307,2019,ncf,Joint,nopre,p4,l1,nopc,nob/c,686500,5.0,-0.1583,2658.42,360,not_neg,int_only,lpsm,1128000.0,home,2U,4920.0,EQUI,707,CIB,65-74,58.94683027,south,direct,0,15.0
24931,2019,cf,Joint,pre,p3,l1,opc,nob/c,596500,3.625,-0.1775,1401.13,360,neg_amm,not_int,not_lpsm,908000.0,home,1U,49920.0,EXP,765,CIB,45-54,52.56147541,south,direct,0,37.0
25730,2019,,Joint,nopre,p2,l1,nopc,nob/c,496500,3.25,0.3339,10305.45,240,not_neg,not_int,not_lpsm,198000.0,home,1U,7140.0,CIB,567,CIB,<25,45.40190736,North,direct,0,33.0
25038,2019,cf,Male,nopre,p4,l1,opc,b/c,166500,4.875,0.6403,2838.9,300,not_neg,not_int,not_lpsm,148000.0,home,1U,2100.0,CIB,770,EXP,55-64,74.543379,south,direct,0,5.0
25259,2019,cf,Sex Not Available,nopre,p4,l2,nopc,nob/c,366500,4.125,0.7174,4700.0,192,neg_amm,not_int,not_lpsm,288000.0,home,1U,7740.0,EXP,678,EXP,>74,97.18137255,south,direct,1,33.0
25033,2019,,Male,nopre,p4,l2,nopc,b/c,516500,4.625,0.5039,6104.9,108,not_neg,not_int,not_lpsm,218000.0,home,2U,10080.0,CIB,502,EXP,45-54,79.36241611,south,direct,0,32.0
25715,2019,cf,Sex Not Available,nopre,p1,l1,nopc,nob/c,416500,3.875,0.3988,3764.72,360,neg_amm,not_int,not_lpsm,2398000.0,home,1U,9780.0,CRIF,751,EXP,35-44,87.62975779,North,direct,0,45.0
