ID,year,loan_limit,Gender,approv_in_adv,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
25686,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,346500,5.125,-0.1094,3764.72,180,not_neg,not_int,not_lpsm,728000.0,home,1U,12360.0,CRIF,504,EXP,45-54,59.25090253,North,direct,0,35.0
25788,2019,cf,Male,nopre,p4,l2,nopc,nob/c,176500,3.775,0.6694,2900.0,336,not_neg,not_int,not_lpsm,598000.0,home,1U,10740.0,CRIF,724,EXP,35-44,79.04040404,south,direct,0,46.0
25650,2019,cf,Female,nopre,p4,l1,nopc,nob/c,396500,,-0.367,3515.53,240,not_neg,not_int,not_lpsm,958000.0,home,1U,11220.0,CIB,694,CIB,25-34,78.84615385,south,direct,0,7.0
25476,2019,cf,Female,nopre,p3,l1,nopc,nob/c,686500,,1.0936,4412.33,360,neg_amm,not_int,not_lpsm,378000.0,home,2U,14880.0,EQUI,620,EXP,>74,74.23469388,North,direct,0,31.0
25390,2019,ncf,Male,nopre,p1,l2,nopc,nob/c,156500,3.5,0.34,346.68,240,not_neg,not_int,lpsm,,home,1U,16380.0,CRIF,602,CIB,55-64,66.18303571,North,direct,0,39.0
25535,2019,ncf,Sex Not Available,nopre,p2,l1,nopc,nob/c,106500,4.875,0.6514,2462.96,144,not_neg,not_int,not_lpsm,408000.0,home,3U,2820.0,EXP,526,EXP,55-64,32.04607046,North,direct,1,59.0
25819,2019,cf,Joint,nopre,p1,l1,nopc,nob/c,146500,3.75,-0.028,4159.03,324,not_neg,not_int,not_lpsm,1538000.0,home,1U,3420.0,CRIF,726,EXP,45-54,81.77966102,central,direct,0,49.0
25280,2019,,Joint,,p4,l1,nopc,nob/c,486500,3.625,0.017,3465.0,360,neg_amm,not_int,not_lpsm,758000.0,home,1U,14580.0,EXP,794,EXP,45-54,75.390625,North-East,direct,0,56.0
25682,2019,ncf,Sex Not Available,nopre,p1,l1,nopc,nob/c,446500,5.25,-0.0141,5027.23,360,not_neg,int_only,not_lpsm,1198000.0,home,3U,7800.0,CRIF,680,EXP,>74,86.09422492,south,direct,1,43.0
25619,2019,cf,Joint,nopre,p4,l2,nopc,nob/c,56500,4.125,0.5347,1657.5,360,not_neg,not_int,not_lpsm,1468000.0,home,2U,18000.0,EXP,827,EXP,55-64,72.69647696,North,direct,0,53.0
