ID,year,loan_limit,Gender,approv_in_adv,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
25383,2019,ncf,Sex Not Available,nopre,p3,l1,nopc,b/c,56500,4.375,0.293,2627.2,120,not_neg,not_int,not_lpsm,178000.0,home,1U,3180.0,CRIF,673,CIB,55-64,19.1091954,south,direct,0,34.0
25287,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,376500,4.625,0.5666,5650.0,324,not_neg,not_int,not_lpsm,78000.0,home,3U,16740.0,CRIF,538,CIB,>74,78.36134454,central,direct,0,45.0
25433,2019,cf,Female,nopre,p3,l1,nopc,nob/c,256500,5.25,0.4371,2650.0,300,not_neg,not_int,not_lpsm,978000.0,home,2U,15360.0,CRIF,868,EXP,<25,,south,direct,0,41.0
25150,2019,cf,Male,nopre,p3,l1,opc,nob/c,666500,4.375,-0.9908,5358.88,240,not_neg,int_only,not_lpsm,108000.0,home,4U,4920.0,EXP,834,EXP,45-54,56.00961538,North,direct,0,55.0
25207,2019,,Joint,nopre,p2,l1,nopc,nob/c,446500,3.99,0.6423,2101.63,240,not_neg,not_int,not_lpsm,308000.0,home,1U,1680.0,EXP,628,CIB,<25,85.041841,south,direct,0,42.0
25167,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,706500,3.49,0.1222,1225.0,324,not_neg,not_int,not_lpsm,258000.0,home,3U,9180.0,CRIF,627,EXP,55-64,65.4109589,central,direct,1,48.0
25575,2019,cf,Female,nopre,p4,l1,nopc,nob/c,356500,4.125,0.4985,8815.36,300,not_neg,not_int,not_lpsm,238000.0,home,2U,5460.0,EXP,808,EXP,45-54,77.85326087,south,direct,0,25.0
24944,2019,cf,Female,nopre,p4,l1,nopc,nob/c,76500,3.375,-0.3409,5637.25,180,not_neg,not_int,not_lpsm,1198000.0,home,1U,9600.0,EXP,686,EXP,45-54,78.67483296,south,direct,1,55.0
25106,2019,ncf,Male,nopre,p4,l1,nopc,nob/c,676500,5.75,0.1423,295.0,240,not_neg,not_int,not_lpsm,718000.0,home,4U,71220.0,EXP,608,CIB,45-54,73.2300885,south,direct,0,15.0
25259,2019,cf,Female,nopre,p3,l1,nopc,nob/c,216500,4.375,0.0859,14300.25,156,not_neg,not_int,not_lpsm,768000.0,home,4U,1860.0,EXP,752,EXP,45-54,87.89370079,North,direct,1,39.0
25688,2019,,Female,nopre,p3,l1,nopc,b/c,416500,4.56,0.3673,3764.72,180,neg_amm,not_int,not_lpsm,318000.0,home,1U,71220.0,EQUI,710,CIB,45-54,78.01003344,North-East,direct,1,48.0
25434,2019,cf,Male,nopre,p3,l1,nopc,nob/c,156500,5.19,0.5512,3585.91,144,not_neg,not_int,lpsm,228000.0,home,2U,6300.0,CRIF,512,CIB,35-44,69.70108696,North,direct,0,11.0
25817,2019,cf,Sex Not Available,nopre,p3,l1,nopc,b/c,196500,3.875,0.3422,4454.0,312,not_neg,not_int,lpsm,128000.0,home,1U,6240.0,EXP,563,EXP,>74,52.19298246,south,direct,0,50.0
25268,2019,cf,Joint,nopre,p4,l1,opc,nob/c,376500,4.125,0.0454,4790.0,288,not_neg,not_int,not_lpsm,,home,1U,13440.0,CIB,896,CIB,35-44,56.64893617,North,direct,0,41.0
25902,2019,cf,Male,nopre,p1,l1,nopc,nob/c,106500,3.125,0.9356,3952.93,120,not_neg,int_only,not_lpsm,138000.0,home,1U,3900.0,CRIF,594,EXP,25-34,73.32869081,North-East,direct,0,19.0
25370,2019,cf,Female,nopre,p3,l1,nopc,nob/c,1226500,3.49,-0.0958,2650.0,360,not_neg,not_int,not_lpsm,988000.0,home,1U,32400.0,CRIF,601,EXP,45-54,98.29545455,south,direct,0,42.0
25019,2019,cf,Female,,p1,l1,nopc,nob/c,516500,3.49,-0.0989,2428.15,240,not_neg,not_int,not_lpsm,868000.0,home,4U,1560.0,CIB,505,EXP,45-54,89.0625,North-East,direct,0,58.0
25542,2019,cf,Sex Not Available,,p1,l1,nopc,nob/c,316500,3.99,-0.0131,1928.39,360,not_neg,not_int,not_lpsm,418000.0,home,1U,5760.0,EXP,627,CIB,55-64,73.24879227,central,direct,0,43.0
25581,2019,cf,Joint,nopre,p4,l1,opc,b/c,626500,3.25,-0.0027,5033.28,312,not_neg,not_int,not_lpsm,498000.0,home,1U,1800.0,CRIF,867,EXP,35-44,86.27232143,North,direct,0,50.0
25820,2019,,Sex Not Available,pre,p3,l2,nopc,nob/c,476500,4.25,-0.0958,169.53,240,not_neg,int_only,not_lpsm,688000.0,home,1U,5820.0,CRIF,704,EXP,35-44,74.543379,North-East,direct,0,48.0
25188,2019,cf,Sex Not Available,nopre,p4,l1,opc,nob/c,816500,4.75,0.2872,7265.8,240,not_neg,not_int,not_lpsm,338000.0,home,1U,1440.0,EXP,893,EXP,>74,51.49204244,south,direct,0,53.0
24995,2019,ncf,Sex Not Available,pre,p4,l2,nopc,nob/c,466500,2.75,-0.25,1614.85,120,not_neg,not_int,not_lpsm,468000.0,home,1U,16680.0,CRIF,662,CIB,,98.07692308,south,direct,0,6.0
25135,2019,cf,Joint,nopre,p4,l2,opc,nob/c,396500,3.25,0.5462,154.68,312,not_neg,not_int,not_lpsm,458000.0,home,2U,10920.0,EXP,718,EXP,25-34,69.80633803,North-East,direct,0,36.0
25430,2019,cf,Joint,pre,p4,l1,nopc,nob/c,866500,,0.692,4177.19,360,not_neg,int_only,not_lpsm,278000.0,home,1U,11100.0,CRIF,888,EXP,25-34,31.98689956,south,direct,0,42.0
25018,2019,ncf,Sex Not Available,nopre,p3,l2,nopc,nob/c,576500,4.25,-0.0958,2100.0,276,not_neg,not_int,not_lpsm,978000.0,home,1U,4140.0,EQUI,661,EXP,35-44,35.75949367,North-East,direct,0,56.0
24992,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,196500,3.625,1.2706,4335.0,180,not_neg,not_int,not_lpsm,928000.0,home,1U,8580.0,EXP,831,CIB,25-34,97.69076305,south,direct,0,40.0
24923,2019,cf,Male,nopre,p3,l1,opc,nob/c,316500,5.25,0.4341,4926.52,324,not_neg,not_int,not_lpsm,548000.0,home,4U,6480.0,EQUI,632,CIB,45-54,64.40520446,North,direct,0,44.0
24951,2019,ncf,Male,nopre,p4,l1,nopc,nob/c,276500,3.625,0.9403,1030.39,360,not_neg,int_only,not_lpsm,1948000.0,home,3U,7080.0,CIB,873,EXP,<25,49.45414847,North,direct,0,6.0
25736,2019,cf,Sex Not Available,nopre,p3,l1,opc,nob/c,536500,4.18,0.6732,1890.0,360,not_neg,int_only,lpsm,618000.0,home,1U,13560.0,CRIF,876,CIB,>74,53.57929515,south,direct,0,6.0
25208,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,906500,4.18,0.445,2961.25,180,not_neg,not_int,lpsm,118000.0,home,1U,7860.0,EQUI,764,EXP,45-54,57.68792711,North,direct,0,47.0
25722,2019,cf,Female,nopre,p4,l1,nopc,nob/c,446500,4.75,1.2019,2719.34,360,neg_amm,int_only,lpsm,208000.0,home,1U,3000.0,CIB,728,CIB,55-64,74.17883212,North-East,direct,0,59.0
25461,2019,cf,Female,nopre,p3,l1,nopc,nob/c,646500,4.75,-0.7057,415.0,180,not_neg,not_int,not_lpsm,888000.0,home,1U,22260.0,EQUI,639,CIB,>74,69.29530201,North-East,direct,0,61.0
25193,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,1506500,,0.342,2980.63,360,neg_amm,not_int,not_lpsm,408000.0,home,1U,1140.0,CIB,874,EXP,55-64,78.71621622,south,direct,0,60.0
