ID,year,loan_limit,Gender,approv_in_adv,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
25704,2019,ncf,Sex Not Available,nopre,p3,l1,nopc,b/c,406500,3.75,0.9347,9783.36,300,not_neg,int_only,not_lpsm,648000.0,home,1U,12180.0,EXP,565,CIB,>74,82.03517588,central,direct,0,61.0
24970,2019,cf,Male,pre,p4,l2,nopc,nob/c,286500,5.125,1.4331,5027.23,312,not_neg,not_int,not_lpsm,638000.0,home,1U,4740.0,CIB,722,CIB,65-74,80.40540541,south,direct,0,56.0
25651,2019,cf,Sex Not Available,nopre,p2,l1,nopc,nob/c,146500,4.0,0.1069,4595.02,360,not_neg,not_int,not_lpsm,268000.0,home,2U,4260.0,EXP,532,CIB,45-54,75.06510417,south,direct,0,41.0
25680,2019,cf,Joint,nopre,p4,l2,nopc,nob/c,356500,5.25,0.7409,5760.0,108,not_neg,not_int,not_lpsm,2308000.0,home,2U,1140.0,CRIF,656,CIB,35-44,67.578125,North,direct,0,23.0
25709,2019,cf,Joint,nopre,p4,l2,nopc,b/c,146500,5.125,0.3339,3752.4,120,not_neg,not_int,lpsm,818000.0,home,4U,10080.0,EXP,774,CIB,35-44,70.22058824,North,direct,0,12.0
25773,2019,cf,Male,nopre,p3,l1,nopc,nob/c,366500,4.375,1.0231,12030.0,108,not_neg,not_int,not_lpsm,178000.0,home,1U,13440.0,CRIF,648,CIB,25-34,89.66346154,North,direct,0,42.0
25714,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,556500,2.875,-0.0582,2716.74,156,neg_amm,not_int,not_lpsm,938000.0,home,1U,2040.0,EQUI,789,CIB,35-44,96.7877095,North,direct,0,59.0
25668,2019,ncf,Joint,nopre,p4,l1,nopc,nob/c,346500,4.125,-0.0231,1929.74,336,not_neg,not_int,lpsm,438000.0,home,1U,2760.0,CIB,845,EXP,35-44,61.07594937,south,direct,1,23.0
25696,2019,cf,Female,nopre,p3,l1,nopc,nob/c,166500,3.75,-0.1012,3725.18,96,not_neg,not_int,not_lpsm,778000.0,home,1U,1620.0,CRIF,739,CIB,55-64,94.59798995,North,direct,0,17.0
25859,2019,cf,Sex Not Available,pre,p4,l1,nopc,nob/c,826500,3.5,0.0852,4325.85,240,not_neg,not_int,not_lpsm,308000.0,home,1U,4500.0,CIB,688,CIB,<25,75.09469697,south,direct,0,43.0
25582,2019,cf,Joint,pre,p3,l1,nopc,nob/c,66500,3.625,0.8943,2920.33,312,not_neg,not_int,not_lpsm,,home,1U,12120.0,CRIF,538,CIB,<25,95.16806723,North,direct,0,36.0
25477,2019,cf,Male,nopre,p3,l1,nopc,nob/c,246500,3.75,1.1254,5284.38,180,not_neg,not_int,not_lpsm,798000.0,home,1U,6540.0,CIB,744,EXP,45-54,69.80633803,south,direct,0,47.0
25870,2019,cf,Male,nopre,p1,l1,nopc,nob/c,296500,3.99,1.0805,1722.89,156,not_neg,not_int,not_lpsm,708000.0,home,3U,5700.0,CRIF,581,CIB,35-44,69.83532934,south,direct,1,32.0
25330,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,516500,4.0,0.0513,7628.9,288,not_neg,not_int,not_lpsm,518000.0,home,2U,9600.0,CIB,831,CIB,55-64,65.39665971,North,direct,1,34.0
25627,2019,ncf,Joint,nopre,p3,l1,nopc,nob/c,456500,3.75,1.3172,4177.19,360,not_neg,not_int,not_lpsm,588000.0,home,3U,9420.0,EXP,552,CIB,35-44,63.48920863,central,direct,1,16.0
25265,2019,,Joint,nopre,p2,l1,opc,b/c,276500,4.125,-0.3063,3188.01,300,not_neg,not_int,not_lpsm,98000.0,home,1U,5700.0,CRIF,602,EXP,45-54,85.07194245,south,direct,0,37.0
25162,2019,,Joint,nopre,p3,l1,nopc,nob/c,596500,3.49,0.5387,1266.47,312,neg_amm,not_int,not_lpsm,978000.0,home,1U,7320.0,EXP,782,EXP,65-74,55.34539474,south,direct,0,44.0
25363,2019,ncf,Sex Not Available,nopre,p4,l2,opc,nob/c,496500,3.375,0.0677,2900.0,348,not_neg,not_int,not_lpsm,3408000.0,home,1U,6900.0,CRIF,588,CIB,55-64,78.01003344,south,direct,1,
