ID,year,loan_limit,Gender,approv_in_adv,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
25214,2019,cf,Male,nopre,p1,l1,nopc,b/c,506500,3.99,1.0471,6699.95,348,not_neg,not_int,not_lpsm,2608000.0,home,1U,9300.0,CRIF,575,CIB,35-44,69.98432602,North,direct,0,44.0
25593,2019,ncf,Sex Not Available,nopre,p2,l1,nopc,nob/c,156500,5.125,0.0743,6656.0,276,not_neg,not_int,not_lpsm,838000.0,home,1U,5340.0,CRIF,766,EXP,<25,61.80875576,central,direct,0,
25067,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,556500,4.5,0.3056,3265.0,360,not_neg,not_int,not_lpsm,288000.0,home,3U,13500.0,CRIF,645,EXP,65-74,67.51893939,south,direct,1,15.0
25197,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,776500,3.75,-0.8685,2462.74,360,not_neg,not_int,not_lpsm,728000.0,home,4U,21000.0,CIB,692,CIB,35-44,82.99256506,North,direct,1,16.0
25546,2019,ncf,Male,nopre,p4,l1,opc,nob/c,646500,3.375,-0.3261,1150.0,360,not_neg,int_only,not_lpsm,598000.0,home,1U,15240.0,EXP,598,EXP,65-74,69.30428135,North,direct,0,44.0
25270,2019,cf,Male,nopre,p3,l1,nopc,nob/c,436500,4.75,0.5343,3612.0,240,neg_amm,not_int,not_lpsm,308000.0,home,1U,9720.0,CRIF,763,EXP,25-34,99.64114833,south,direct,0,18.0
25306,2019,,Joint,nopre,p3,l2,nopc,nob/c,266500,3.69,0.5743,625.63,180,neg_amm,int_only,not_lpsm,408000.0,home,1U,2100.0,CRIF,809,CIB,55-64,71.78899083,south,direct,0,10.0
25203,2019,cf,Sex Not Available,nopre,p1,l1,nopc,nob/c,456500,2.75,-0.4881,1560.45,276,not_neg,not_int,not_lpsm,1308000.0,home,2U,23760.0,EXP,798,EXP,45-54,58.13609467,North,direct,0,43.0
25453,2019,ncf,Female,,p1,l1,nopc,nob/c,726500,5.0,-0.0027,1410.34,360,not_neg,not_int,not_lpsm,918000.0,home,1U,2100.0,EXP,889,CIB,35-44,47.20149254,North,direct,0,50.0
25632,2019,cf,Sex Not Available,pre,p4,l1,nopc,nob/c,636500,3.775,0.0059,1990.0,144,neg_amm,not_int,not_lpsm,348000.0,home,2U,18240.0,CIB,767,CIB,45-54,68.95886889,North,direct,0,30.0
25549,2019,,Female,nopre,p4,l1,opc,nob/c,816500,3.125,0.2684,4929.95,360,not_neg,not_int,not_lpsm,228000.0,home,3U,15240.0,CIB,560,CIB,35-44,90.68047337,south,direct,1,34.0
25313,2019,cf,Male,pre,p3,l1,nopc,nob/c,596500,3.125,0.1521,2624.6,276,not_neg,not_int,lpsm,1948000.0,home,1U,11460.0,EXP,899,CIB,55-64,86.09422492,North,direct,0,46.0
25305,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,66500,5.375,-0.7057,1685.78,228,not_neg,int_only,not_lpsm,778000.0,home,1U,15780.0,EXP,741,CIB,65-74,77.61044177,North,direct,0,38.0
24970,2019,cf,Joint,nopre,p4,l1,opc,nob/c,306500,5.19,0.1423,3515.53,276,not_neg,not_int,not_lpsm,638000.0,home,1U,14640.0,CIB,834,CIB,65-74,77.4122807,central,direct,0,38.0
25419,2019,cf,Female,nopre,p3,l1,opc,nob/c,236500,4.0,0.3095,1928.39,120,not_neg,not_int,not_lpsm,528000.0,home,1U,5280.0,CRIF,777,EXP,25-34,49.10071942,south,direct,1,47.0
25279,2019,cf,Male,nopre,p1,l1,nopc,nob/c,886500,4.18,-0.0042,6792.09,360,not_neg,not_int,not_lpsm,458000.0,home,4U,11220.0,EQUI,642,CIB,55-64,97.18137255,south,direct,0,33.0
24929,2019,cf,Joint,nopre,p1,l1,nopc,nob/c,196500,4.25,0.5666,7696.25,240,not_neg,not_int,not_lpsm,2398000.0,home,1U,4740.0,CIB,848,EXP,65-74,56.72043011,North,direct,0,23.0
25693,2019,cf,Female,pre,p1,l1,opc,nob/c,106500,3.56,-0.1496,4486.63,348,not_neg,not_int,not_lpsm,938000.0,home,1U,6240.0,CRIF,899,CIB,55-64,81.98818898,North,direct,0,29.0
25783,2019,cf,Male,,p4,l1,nopc,nob/c,536500,3.56,0.2054,503.24,360,neg_amm,int_only,not_lpsm,228000.0,home,2U,7920.0,CIB,593,EXP,65-74,88.75545852,North-East,direct,0,20.0
25075,2019,,Sex Not Available,nopre,p4,l1,nopc,b/c,666500,3.99,-0.0249,2036.5,108,not_neg,int_only,not_lpsm,248000.0,home,1U,6420.0,EXP,876,EXP,<25,65.93959732,North-East,direct,0,50.0
