ID,year,loan_limit,Gender,approv_in_adv,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
25220,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,126500,4.125,0.2438,950.0,288,not_neg,not_int,not_lpsm,138000.0,home,1U,13560.0,CIB,744,EXP,65-74,44.04761905,North,direct,1,42.0
25276,2019,ncf,Sex Not Available,,p1,l1,nopc,nob/c,406500,3.625,0.812,6792.09,276,not_neg,not_int,not_lpsm,298000.0,home,3U,13800.0,EXP,639,EXP,45-54,59.53159041,North,direct,0,45.0
25708,2019,cf,Male,pre,p3,l1,nopc,nob/c,876500,3.875,-0.4937,1657.5,324,not_neg,not_int,lpsm,768000.0,home,1U,5760.0,EQUI,776,EXP,>74,68.12267658,south,direct,0,8.0
25180,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,326500,3.56,-0.6287,2329.8,360,not_neg,not_int,not_lpsm,428000.0,home,2U,10080.0,CIB,515,CIB,,99.44029851,central,direct,1,11.0
25458,2019,cf,Sex Not Available,nopre,p2,l1,opc,b/c,236500,4.5,0.5864,3041.75,228,not_neg,not_int,not_lpsm,378000.0,home,1U,8580.0,EXP,561,EXP,65-74,78.11004785,North-East,direct,1,24.0
25586,2019,cf,Male,nopre,p3,l1,opc,nob/c,356500,3.125,1.5589,4595.02,120,not_neg,int_only,not_lpsm,1258000.0,home,1U,10080.0,CRIF,604,EXP,45-54,93.23899371,North,direct,0,61.0
25720,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,186500,2.99,0.3267,1385.04,288,not_neg,not_int,not_lpsm,688000.0,home,1U,7860.0,EQUI,580,CIB,65-74,96.59763314,North,direct,0,54.0
25381,2019,cf,Female,nopre,p3,l1,nopc,nob/c,26500,3.375,0.6654,4653.09,276,not_neg,not_int,not_lpsm,358000.0,home,3U,7980.0,EXP,740,EXP,35-44,75.65502183,south,direct,0,18.0
25908,2019,ncf,Male,pre,p1,l1,nopc,nob/c,296500,2.99,1.3172,710.51,360,not_neg,int_only,not_lpsm,698000.0,home,4U,2640.0,CRIF,538,CIB,65-74,93.53932584,south,direct,0,33.0
25435,2019,ncf,Joint,nopre,p4,l1,nopc,nob/c,226500,5.125,-0.4542,4394.53,192,not_neg,not_int,lpsm,418000.0,home,4U,7500.0,CRIF,708,EXP,45-54,42.44966443,North,direct,0,
24956,2019,cf,Male,nopre,p3,l1,nopc,nob/c,386500,3.75,0.6403,2131.24,192,not_neg,not_int,not_lpsm,1708000.0,home,1U,49920.0,CIB,873,EXP,25-34,59.64506173,south,direct,1,9.0
25641,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,86500,4.5,0.3399,4395.0,288,neg_amm,not_int,not_lpsm,408000.0,home,2U,8220.0,EXP,730,CIB,35-44,90.68047337,North,direct,0,42.0
25747,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,596500,3.75,-0.0394,7305.0,348,not_neg,not_int,not_lpsm,268000.0,home,2U,25680.0,CRIF,581,EXP,65-74,37.21294363,central,direct,0,
25561,2019,ncf,Female,nopre,p3,l1,nopc,b/c,486500,3.75,0.5859,14300.25,360,not_neg,not_int,not_lpsm,378000.0,home,1U,19800.0,CRIF,784,EXP,35-44,59.25090253,south,direct,0,8.0
25006,2019,cf,Male,nopre,p3,l1,nopc,nob/c,626500,3.65,0.8591,1790.0,228,neg_amm,not_int,not_lpsm,288000.0,home,1U,1500.0,CRIF,640,EXP,65-74,81.9579288,south,direct,0,16.0
25259,2019,ncf,Joint,nopre,p2,l1,nopc,nob/c,876500,4.0,0.2291,5675.0,360,neg_amm,not_int,not_lpsm,298000.0,home,1U,8340.0,CIB,705,CIB,>74,84.85576923,North,direct,0,22.0
25362,2019,cf,Female,nopre,p3,l2,nopc,nob/c,686500,5.19,0.0514,4347.8,120,not_neg,not_int,not_lpsm,288000.0,home,3U,10740.0,CRIF,698,CIB,65-74,77.92553191,North,direct,0,41.0
