ID,year,loan_limit,Gender,approv_in_adv,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
25401,2019,cf,Female,,p1,l1,nopc,nob/c,576500,3.75,1.3473,8100.29,348,not_neg,not_int,not_lpsm,468000.0,home,2U,1920.0,CIB,896,EXP,45-54,84.26640927,south,direct,0,41.0
25846,2019,cf,Male,nopre,p1,l1,nopc,b/c,336500,4.25,-0.0623,360.12,288,not_neg,not_int,not_lpsm,798000.0,home,1U,13860.0,EQUI,513,EXP,45-54,89.02116402,North,direct,1,24.0
25185,2019,ncf,Male,nopre,p1,l1,nopc,nob/c,236500,3.875,-0.367,425.0,180,not_neg,not_int,not_lpsm,428000.0,home,1U,9180.0,CRIF,705,EXP,25-34,86.18421053,central,direct,0,5.0
25277,2019,ncf,Male,nopre,p2,l1,nopc,nob/c,696500,,0.1423,4054.09,120,not_neg,not_int,not_lpsm,118000.0,home,1U,7800.0,CRIF,693,CIB,35-44,94.85645933,North,direct,0,30.0
25175,2019,cf,Joint,pre,p4,l2,nopc,nob/c,326500,3.875,-0.698,8815.36,144,not_neg,not_int,not_lpsm,468000.0,home,2U,3660.0,EXP,692,CIB,45-54,101.6732283,North,direct,0,24.0
25429,2019,cf,Male,pre,p1,l1,nopc,b/c,456500,4.18,0.4281,1830.0,360,not_neg,not_int,not_lpsm,3408000.0,home,3U,7740.0,EXP,702,EXP,>74,71.64804469,North,direct,0,41.0
25785,2019,cf,Joint,pre,p3,l2,nopc,nob/c,376500,4.125,-0.428,1.0,288,not_neg,not_int,not_lpsm,348000.0,home,1U,7920.0,CRIF,750,CIB,45-54,80.0245098,central,direct,0,46.0
25047,2019,cf,Female,nopre,p4,l1,nopc,nob/c,1416500,4.75,0.4702,2617.25,288,not_neg,not_int,not_lpsm,828000.0,home,1U,7740.0,CIB,824,EXP,45-54,109.8404255,central,direct,0,31.0
25454,2019,cf,Male,pre,p4,l1,nopc,nob/c,356500,3.7,0.4702,1411.87,144,not_neg,not_int,not_lpsm,208000.0,home,1U,3660.0,CRIF,750,EXP,55-64,85.28708134,south,direct,0,9.0
25431,2019,cf,Female,nopre,p4,l1,nopc,b/c,206500,4.56,0.0059,8840.0,192,not_neg,not_int,not_lpsm,578000.0,home,1U,1920.0,EXP,703,EXP,35-44,79.56081081,south,direct,0,16.0
25087,2019,ncf,Male,nopre,p2,l1,nopc,b/c,76500,4.99,0.5422,1700.0,240,neg_amm,int_only,not_lpsm,368000.0,home,1U,32400.0,CRIF,593,EXP,35-44,58.63486842,central,direct,0,29.0
25564,2019,cf,Sex Not Available,,p3,l1,nopc,nob/c,666500,3.49,-0.088,3312.5,360,not_neg,int_only,not_lpsm,598000.0,home,1U,30180.0,CIB,680,CIB,35-44,75.71770335,North,direct,0,14.0
25470,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,826500,4.56,0.2766,2036.5,180,neg_amm,not_int,not_lpsm,258000.0,home,1U,8700.0,EXP,612,CIB,55-64,50.30940594,south,direct,0,59.0
24939,2019,cf,Male,pre,p1,l1,opc,nob/c,686500,3.65,-0.1555,10512.5,360,neg_amm,not_int,not_lpsm,488000.0,home,1U,9180.0,CRIF,867,CIB,,48.50835322,central,direct,0,29.0
25890,2019,cf,Joint,pre,p1,l1,nopc,nob/c,396500,3.5,0.2047,5245.09,240,not_neg,not_int,not_lpsm,1268000.0,home,1U,5100.0,CRIF,529,CIB,35-44,82.20524017,south,direct,0,25.0
25559,2019,cf,Joint,,p4,l1,nopc,nob/c,386500,4.875,0.1812,3500.0,240,not_neg,not_int,not_lpsm,1468000.0,home,1U,9300.0,CIB,809,EXP,>74,73.2300885,North-East,direct,0,41.0
25403,2019,,Female,nopre,p3,l2,nopc,nob/c,306500,3.99,0.3492,2073.52,240,not_neg,int_only,not_lpsm,188000.0,home,3U,4440.0,CIB,743,CIB,55-64,49.45414847,central,direct,0,25.0
25263,2019,cf,Male,nopre,p4,l2,opc,nob/c,246500,2.99,0.2525,2594.0,336,not_neg,int_only,not_lpsm,548000.0,home,1U,3000.0,CIB,644,CIB,45-54,94.45876289,North,direct,0,43.0
25698,2019,cf,Sex Not Available,nopre,p2,l1,nopc,nob/c,326500,5.625,-0.3261,4866.2,180,not_neg,not_int,lpsm,518000.0,home,1U,4920.0,CIB,772,EXP,65-74,53.20512821,North-East,direct,0,
25323,2019,,Sex Not Available,,p4,l1,nopc,nob/c,346500,,-0.3409,6090.0,192,not_neg,int_only,not_lpsm,878000.0,home,1U,9120.0,EXP,796,EXP,35-44,34.87903226,south,direct,0,43.0
25908,2019,cf,Joint,nopre,p3,l2,nopc,nob/c,166500,4.375,0.3664,1936.8,324,neg_amm,int_only,not_lpsm,658000.0,home,1U,3600.0,CIB,661,EXP,35-44,27.14471404,south,direct,1,22.0
25413,2019,cf,Female,nopre,p3,l1,opc,nob/c,256500,5.125,-0.0155,7265.8,324,not_neg,not_int,not_lpsm,828000.0,home,1U,7680.0,EQUI,615,CIB,>74,79.06050955,central,direct,0,47.0
25035,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,986500,3.99,0.2429,2378.13,300,not_neg,not_int,not_lpsm,308000.0,home,1U,4680.0,EXP,662,CIB,35-44,84.57446809,central,direct,0,26.0
25199,2019,cf,Female,nopre,p3,l1,nopc,b/c,116500,3.75,-0.1642,3709.03,144,not_neg,not_int,not_lpsm,518000.0,home,1U,18720.0,EXP,686,CIB,35-44,89.22594142,North,direct,0,40.0
25182,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,276500,4.875,0.4646,2647.61,120,not_neg,not_int,not_lpsm,238000.0,home,1U,5400.0,CRIF,866,EXP,>74,98.72881356,North,direct,1,25.0
25406,2019,cf,Female,nopre,p1,l1,nopc,nob/c,196500,2.99,1.1785,3940.31,120,not_neg,not_int,not_lpsm,1048000.0,home,1U,7740.0,CRIF,602,CIB,45-54,84.85576923,central,direct,0,57.0
24938,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,186500,3.875,0.0663,10489.0,156,not_neg,not_int,not_lpsm,1708000.0,home,2U,16680.0,EXP,784,EXP,25-34,47.84482759,North,direct,0,43.0
25765,2019,cf,Sex Not Available,,p1,l1,nopc,nob/c,446500,3.75,0.5083,154.68,288,not_neg,int_only,not_lpsm,338000.0,home,1U,12060.0,EXP,765,CIB,55-64,63.53092784,North,direct,0,28.0
25606,2019,cf,Male,nopre,p3,l1,nopc,nob/c,636500,5.25,-0.297,6699.95,240,neg_amm,not_int,not_lpsm,108000.0,home,1U,71220.0,CIB,569,EXP,35-44,44.17562724,south,direct,0,21.0
25725,2019,cf,Joint,,p4,l1,nopc,nob/c,566500,4.0,0.2555,8572.68,324,not_neg,int_only,not_lpsm,2128000.0,home,4U,2160.0,EXP,720,EXP,>74,89.22594142,central,direct,0,37.0
25845,2019,cf,Male,pre,p3,l1,opc,nob/c,306500,3.99,0.3873,3585.91,312,not_neg,not_int,lpsm,168000.0,home,2U,12480.0,EXP,601,EXP,35-44,48.50835322,south,direct,0,45.0
25703,2019,ncf,Male,nopre,p2,l1,nopc,nob/c,406500,4.25,0.925,5811.67,144,not_neg,int_only,not_lpsm,348000.0,home,1U,24060.0,CRIF,843,CIB,>74,63.13694268,North,direct,0,35.0
25399,2019,,Sex Not Available,pre,p1,l2,nopc,nob/c,286500,4.625,-0.1801,7000.0,240,not_neg,not_int,not_lpsm,1138000.0,home,2U,21000.0,CIB,713,CIB,55-64,58.97277228,North,direct,1,15.0
25680,2019,cf,Joint,nopre,p2,l2,opc,nob/c,76500,4.25,1.3652,3808.56,360,not_neg,int_only,not_lpsm,648000.0,home,1U,12000.0,EXP,508,CIB,35-44,76.62037037,south,direct,0,23.0
25688,2019,,Female,nopre,p3,l1,nopc,nob/c,466500,5.375,0.0938,425.0,180,neg_amm,not_int,not_lpsm,1048000.0,home,4U,6480.0,CRIF,755,EXP,>74,89.60755814,central,direct,0,9.0
25833,2019,,Sex Not Available,pre,p4,l1,nopc,nob/c,126500,4.5,1.5493,2462.96,228,not_neg,not_int,not_lpsm,1538000.0,home,2U,13560.0,CRIF,868,CIB,45-54,83.67579909,North,direct,0,36.0
25218,2019,,Joint,nopre,p1,l1,nopc,nob/c,56500,5.625,1.1099,4728.5,180,neg_amm,not_int,not_lpsm,1948000.0,home,1U,10080.0,EQUI,898,EXP,55-64,48.74749499,North,direct,1,47.0
25362,2019,cf,Male,pre,p4,l1,nopc,nob/c,276500,4.625,0.6468,2949.88,144,not_neg,not_int,not_lpsm,478000.0,home,3U,15240.0,CRIF,894,EXP,25-34,99.63235294,North,direct,0,49.0
25009,2019,cf,Joint,nopre,p1,l1,opc,nob/c,566500,3.99,-0.051,757.9,144,not_neg,not_int,not_lpsm,378000.0,home,1U,8460.0,CRIF,705,CIB,45-54,52.43732591,North-East,direct,0,40.0
25211,2019,cf,Joint,nopre,p1,l1,nopc,nob/c,826500,5.19,0.362,2955.0,192,neg_amm,not_int,not_lpsm,848000.0,home,2U,6540.0,EQUI,549,EXP,25-34,51.62760417,North,direct,0,28.0
25160,2019,cf,Joint,nopre,p1,l1,nopc,nob/c,886500,3.7,0.1971,13964.19,360,not_neg,not_int,not_lpsm,548000.0,home,1U,7740.0,EQUI,549,EXP,,46.80656934,south,direct,0,52.0
25809,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,356500,3.875,0.2594,250.0,348,not_neg,int_only,not_lpsm,218000.0,home,1U,4020.0,CRIF,865,EXP,,58.13609467,south,direct,0,32.0
24988,2019,cf,Joint,nopre,p3,l1,opc,nob/c,316500,4.0,0.2872,3718.63,360,not_neg,not_int,not_lpsm,668000.0,home,3U,7020.0,EXP,508,EXP,45-54,95.16806723,south,direct,0,15.0
25302,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,496500,3.49,1.034,1401.13,180,not_neg,int_only,not_lpsm,308000.0,home,1U,4740.0,CIB,520,EXP,,79.50507614,south,direct,0,39.0
25706,2019,ncf,Sex Not Available,pre,p1,l2,nopc,nob/c,536500,3.65,0.1085,1657.5,144,not_neg,not_int,not_lpsm,648000.0,home,1U,7140.0,CIB,513,CIB,35-44,,North,direct,1,10.0
25101,2019,,Joint,,p1,l1,nopc,b/c,516500,5.375,0.2353,5358.88,192,not_neg,not_int,not_lpsm,498000.0,home,3U,6000.0,EXP,788,CIB,35-44,89.77272727,North,direct,1,42.0
25131,2019,cf,Male,nopre,p3,l1,nopc,b/c,866500,5.625,-0.151,12371.68,300,not_neg,not_int,not_lpsm,78000.0,home,1U,1680.0,CRIF,664,EXP,55-64,31.98689956,North,direct,0,5.0
25853,2019,cf,Sex Not Available,nopre,p3,l1,nopc,b/c,416500,3.99,1.0086,4870.86,348,not_neg,not_int,not_lpsm,988000.0,home,1U,2880.0,CRIF,591,CIB,,73.30508475,south,direct,0,19.0
25747,2019,cf,Sex Not Available,nopre,p3,l2,nopc,nob/c,356500,3.125,0.1464,5030.25,240,neg_amm,not_int,lpsm,638000.0,home,4U,14760.0,CIB,827,CIB,65-74,69.98432602,North-East,direct,0,28.0
25466,2019,ncf,Sex Not Available,pre,p2,l1,nopc,nob/c,176500,4.0,1.0065,3432.4,360,not_neg,not_int,lpsm,488000.0,home,2U,0.0,CIB,759,EXP,35-44,95.30567686,central,direct,0,12.0
25034,2019,cf,Sex Not Available,nopre,p4,l1,opc,nob/c,166500,5.375,0.2859,1134.02,276,neg_amm,int_only,not_lpsm,198000.0,home,1U,7800.0,EQUI,538,EXP,45-54,80.95611285,North-East,direct,0,37.0
25192,2019,cf,Sex Not Available,pre,p3,l1,nopc,b/c,156500,4.0,0.2961,,180,not_neg,not_int,not_lpsm,318000.0,home,1U,1260.0,CRIF,607,EXP,35-44,90.39634146,south,direct,1,30.0
25621,2019,cf,Male,nopre,p3,l1,nopc,nob/c,126500,3.625,0.1272,5301.38,324,not_neg,not_int,not_lpsm,1048000.0,home,1U,4260.0,CIB,812,EXP,55-64,69.83532934,North,direct,0,53.0
25396,2019,cf,Joint,,p4,l1,nopc,nob/c,236500,3.125,-0.0989,3149.5,288,not_neg,not_int,not_lpsm,228000.0,home,4U,49920.0,EXP,526,CIB,<25,70.43269231,North-East,direct,1,31.0
25670,2019,cf,Male,pre,p1,l1,opc,nob/c,576500,3.375,-0.1696,757.9,360,not_neg,int_only,lpsm,418000.0,home,4U,7440.0,EQUI,646,EXP,65-74,96.59763314,south,direct,1,17.0
25108,2019,,Sex Not Available,nopre,p3,l1,nopc,nob/c,206500,4.75,1.5589,169.5,192,not_neg,not_int,not_lpsm,588000.0,home,1U,4860.0,CRIF,707,CIB,45-54,93.26923077,North,direct,1,34.0
25578,2019,cf,Male,nopre,p4,l2,nopc,nob/c,626500,4.375,-0.477,1431.25,288,not_neg,not_int,not_lpsm,308000.0,home,3U,6060.0,CIB,705,CIB,>74,75.65502183,North,direct,1,41.0
25566,2019,,Sex Not Available,nopre,p3,l1,nopc,b/c,396500,3.875,-0.448,4285.11,180,not_neg,not_int,not_lpsm,2398000.0,home,2U,19800.0,CRIF,543,CIB,35-44,83.63453815,North,direct,0,59.0
25592,2019,cf,Joint,,p2,l1,nopc,nob/c,176500,4.375,0.9662,8500.0,348,not_neg,not_int,not_lpsm,438000.0,home,4U,3180.0,EXP,845,EXP,65-74,87.13389121,south,direct,0,41.0
25733,2019,,Sex Not Available,nopre,p3,l1,nopc,nob/c,106500,3.375,0.5666,5485.0,120,not_neg,not_int,not_lpsm,1208000.0,home,1U,8040.0,CIB,821,EXP,35-44,56.00165563,south,direct,0,42.0
25811,2019,ncf,Sex Not Available,,p1,l1,nopc,nob/c,396500,4.18,-0.2132,1250.0,240,not_neg,not_int,lpsm,118000.0,home,1U,7500.0,CRIF,729,CIB,65-74,69.50636943,North,direct,0,5.0
25790,2019,cf,Sex Not Available,nopre,p4,l1,opc,nob/c,236500,3.125,1.0246,5245.09,360,not_neg,not_int,not_lpsm,418000.0,home,1U,4140.0,CIB,547,CIB,35-44,48.07268722,North,direct,0,47.0
25154,2019,cf,Sex Not Available,nopre,p1,l1,nopc,nob/c,356500,2.75,-0.0623,2940.31,360,neg_amm,not_int,not_lpsm,268000.0,home,2U,6180.0,CRIF,641,EXP,45-54,58.13609467,North,direct,1,48.0
25191,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,66500,4.5,0.1387,995.0,180,not_neg,not_int,not_lpsm,158000.0,home,1U,14340.0,EXP,705,CIB,35-44,50.30940594,south,direct,0,13.0
25671,2019,cf,Joint,nopre,p3,l1,nopc,b/c,26500,3.5,1.3059,5245.09,360,not_neg,not_int,not_lpsm,128000.0,home,4U,19800.0,CRIF,836,EXP,25-34,75.12254902,North,direct,1,36.0
25432,2019,cf,Female,nopre,p3,l2,opc,nob/c,366500,2.75,1.4569,5850.0,360,not_neg,int_only,not_lpsm,1008000.0,home,1U,9420.0,EXP,805,EXP,35-44,87.07627119,North-East,direct,0,36.0
24917,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,216500,4.75,0.4438,5493.02,120,not_neg,not_int,not_lpsm,78000.0,home,1U,10260.0,EXP,537,EXP,35-44,93.26923077,North-East,direct,0,40.0
25709,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,676500,5.25,1.274,2716.74,288,not_neg,not_int,not_lpsm,88000.0,home,1U,39300.0,EXP,560,EXP,35-44,26.94174757,North,direct,0,56.0
25794,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,396500,3.69,-0.1519,5955.0,360,neg_amm,int_only,not_lpsm,778000.0,home,2U,4860.0,EQUI,647,CIB,<25,52.19298246,North,direct,1,19.0
24994,2019,cf,Sex Not Available,,p1,l1,nopc,nob/c,476500,5.125,0.2828,1630.39,336,not_neg,int_only,lpsm,878000.0,home,1U,1800.0,EXP,584,EXP,45-54,102.672956,central,direct,1,20.0
25447,2019,,Male,nopre,p3,l1,opc,nob/c,796500,3.99,-0.0666,935.0,180,not_neg,not_int,not_lpsm,258000.0,home,1U,7320.0,EXP,707,EXP,35-44,60.3046595,North,direct,0,57.0
25311,2019,cf,Male,,p3,l1,nopc,nob/c,76500,,0.2589,2594.0,180,not_neg,not_int,not_lpsm,558000.0,home,1U,4740.0,CIB,772,CIB,45-54,84.43877551,North,direct,0,45.0
25793,2019,,Male,nopre,p3,l1,opc,b/c,336500,4.625,0.8946,14300.25,96,not_neg,not_int,not_lpsm,268000.0,home,4U,6660.0,CIB,609,CIB,35-44,58.13609467,south,direct,0,42.0
25552,2019,cf,Male,nopre,p3,l1,nopc,nob/c,666500,4.5,1.2197,6869.63,360,not_neg,not_int,lpsm,1308000.0,home,1U,6720.0,EXP,861,EXP,35-44,89.66346154,central,direct,1,41.0
25764,2019,cf,Sex Not Available,nopre,p3,l2,nopc,nob/c,386500,4.75,-0.0066,4850.0,180,not_neg,not_int,not_lpsm,1948000.0,home,1U,10860.0,CIB,838,EXP,35-44,95.16806723,south,direct,0,8.0
25575,2019,cf,Male,nopre,p3,l1,nopc,b/c,906500,,0.3915,3455.75,336,not_neg,not_int,not_lpsm,158000.0,home,1U,3960.0,CRIF,740,CIB,45-54,64.05325444,North,direct,1,38.0
25079,2019,cf,Male,nopre,p2,l1,nopc,nob/c,696500,4.25,0.3056,1977.81,276,not_neg,not_int,not_lpsm,828000.0,home,1U,16020.0,EXP,598,CIB,55-64,94.59798995,central,direct,0,18.0
25077,2019,cf,Female,nopre,p3,l1,nopc,nob/c,656500,3.99,0.26,2036.5,228,not_neg,not_int,not_lpsm,168000.0,home,1U,5280.0,EXP,551,CIB,35-44,58.82687927,south,direct,1,34.0
24997,2019,cf,Male,pre,p1,l1,nopc,nob/c,426500,3.625,0.4852,11955.68,300,not_neg,not_int,not_lpsm,288000.0,home,3U,4980.0,EQUI,867,EXP,>74,68.93939394,North-East,direct,0,59.0
25113,2019,cf,Joint,nopre,p1,l1,nopc,nob/c,306500,3.99,-0.1498,5850.0,360,not_neg,not_int,not_lpsm,408000.0,home,1U,11760.0,CIB,565,EXP,35-44,78.67483296,North,direct,0,48.0
25365,2019,cf,Sex Not Available,pre,p4,l1,nopc,nob/c,156500,4.75,0.4637,1036.21,276,neg_amm,int_only,not_lpsm,148000.0,home,1U,1560.0,CRIF,549,CIB,25-34,64.63210702,central,direct,0,21.0
25808,2019,cf,Male,nopre,p3,l1,nopc,nob/c,886500,4.625,0.3337,4497.05,348,not_neg,not_int,not_lpsm,1018000.0,home,1U,5400.0,CRIF,524,CIB,<25,50.49212598,North,direct,0,25.0
25883,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,96500,,0.7365,2822.0,228,not_neg,not_int,lpsm,468000.0,home,1U,10200.0,CIB,807,EXP,45-54,80.50239234,North-East,direct,1,44.0
25047,2019,cf,Female,nopre,p3,l1,nopc,nob/c,616500,3.5,1.3375,5650.0,180,not_neg,not_int,not_lpsm,628000.0,home,1U,4920.0,CIB,723,CIB,35-44,69.30428135,south,direct,0,19.0
24951,2019,ncf,Joint,nopre,p1,l1,opc,nob/c,466500,4.5,-0.128,2980.63,120,not_neg,int_only,not_lpsm,838000.0,home,1U,12960.0,CIB,547,CIB,35-44,73.24879227,North,direct,0,6.0
25786,2019,cf,Sex Not Available,pre,p3,l1,opc,nob/c,256500,4.375,0.344,3996.87,348,not_neg,not_int,lpsm,3848000.0,home,1U,13500.0,CIB,848,CIB,,65.75630252,central,direct,0,9.0
25592,2019,cf,Male,nopre,p4,l1,opc,nob/c,486500,3.99,-0.4181,2231.25,192,not_neg,not_int,not_lpsm,848000.0,home,4U,14100.0,CIB,724,CIB,>74,76.1627907,North-East,direct,0,25.0
25668,2019,cf,Male,pre,p4,l1,nopc,nob/c,716500,3.75,0.4791,5485.0,240,not_neg,int_only,not_lpsm,3408000.0,home,2U,13080.0,EQUI,697,EXP,55-64,22.10506135,south,direct,0,39.0
25582,2019,cf,Joint,pre,p4,l2,nopc,nob/c,876500,4.625,1.0471,1630.39,300,not_neg,not_int,lpsm,138000.0,home,1U,7980.0,CIB,811,CIB,55-64,89.60755814,central,direct,0,7.0
25493,2019,ncf,Joint,nopre,p4,l2,nopc,nob/c,616500,5.0,0.2291,2839.0,360,neg_amm,not_int,not_lpsm,848000.0,home,3U,1440.0,EXP,797,CIB,65-74,33.83905013,North,direct,0,9.0
25719,2019,ncf,Joint,nopre,p1,l1,nopc,b/c,666500,3.65,0.2429,252.03,180,not_neg,not_int,not_lpsm,558000.0,home,1U,10860.0,EXP,848,CIB,25-34,93.99441341,North,direct,0,40.0
25083,2019,cf,Male,nopre,p3,l1,nopc,nob/c,126500,4.75,0.6574,10372.34,288,not_neg,not_int,not_lpsm,298000.0,home,2U,8160.0,EXP,863,EXP,25-34,69.30428135,south,direct,0,34.0
25015,2019,ncf,Joint,pre,p1,l1,nopc,nob/c,246500,3.56,0.5271,4720.0,360,not_neg,not_int,lpsm,708000.0,home,1U,10800.0,CIB,547,EXP,<25,80.0245098,North,direct,0,41.0
25454,2019,cf,Sex Not Available,pre,p1,l1,nopc,nob/c,1506500,4.875,0.1946,8714.2,180,not_neg,not_int,not_lpsm,798000.0,home,1U,12060.0,CRIF,639,CIB,65-74,48.76644737,North,direct,1,58.0
25407,2019,cf,Male,nopre,p1,l1,nopc,nob/c,186500,4.125,-0.0589,5637.5,276,not_neg,not_int,not_lpsm,78000.0,home,1U,5460.0,EXP,665,CIB,35-44,34.10560345,North,direct,1,35.0
25140,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,266500,4.875,0.7491,16087.19,180,not_neg,not_int,not_lpsm,78000.0,home,3U,10620.0,CRIF,737,EXP,55-64,65.85820896,south,direct,1,20.0
25785,2019,cf,Sex Not Available,nopre,p4,l2,nopc,nob/c,656500,3.625,0.5336,9618.75,240,not_neg,int_only,not_lpsm,908000.0,home,1U,5520.0,CIB,884,CIB,>74,80.02793296,North,direct,0,45.0
25196,2019,cf,Female,nopre,p3,l1,nopc,nob/c,546500,,0.1344,8572.68,348,not_neg,not_int,not_lpsm,698000.0,home,1U,14340.0,CRIF,524,CIB,35-44,82.56302521,south,direct,0,32.0
25548,2019,cf,Sex Not Available,,p3,l1,nopc,b/c,246500,4.25,-0.2105,3024.13,108,not_neg,not_int,not_lpsm,2128000.0,home,2U,39300.0,CRIF,590,EXP,>74,60.3046595,south,direct,0,26.0
