ID,year,loan_limit,Gender,approv_in_adv,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
25583,2019,cf,Sex Not Available,nopre,p4,l2,opc,nob/c,246500,5.625,-0.0191,1778.62,180,not_neg,not_int,not_lpsm,708000.0,home,1U,3840.0,EQUI,832,EXP,>74,89.14141414,south,direct,0,23.0
25321,2019,cf,Joint,pre,p3,l1,nopc,nob/c,116500,3.625,0.479,1700.0,180,not_neg,not_int,not_lpsm,438000.0,home,4U,6960.0,EXP,732,EXP,45-54,97.24880383,south,direct,0,59.0
25759,2019,cf,Female,nopre,p3,l1,nopc,nob/c,616500,,-0.3485,9465.73,180,not_neg,not_int,lpsm,768000.0,home,1U,12000.0,EXP,890,CIB,45-54,88.56382979,North,direct,0,41.0
25747,2019,cf,Male,pre,p3,l1,nopc,nob/c,386500,4.25,-0.2118,12500.0,156,not_neg,not_int,not_lpsm,348000.0,home,3U,12420.0,EQUI,881,CIB,25-34,59.16988417,North,direct,0,31.0
25508,2019,cf,Sex Not Available,pre,p4,l1,nopc,nob/c,486500,,-0.088,2915.0,324,not_neg,not_int,not_lpsm,958000.0,home,3U,4440.0,CRIF,763,CIB,25-34,99.27884615,central,direct,0,22.0
25039,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,546500,2.75,0.2666,6090.0,360,not_neg,int_only,not_lpsm,338000.0,home,3U,11820.0,CRIF,671,CIB,,54.34027778,south,direct,1,27.0
25445,2019,cf,Sex Not Available,pre,p4,l1,nopc,nob/c,326500,4.18,0.6835,3294.2,120,not_neg,not_int,not_lpsm,428000.0,home,4U,2940.0,CRIF,779,CIB,55-64,82.30337079,North-East,direct,0,5.0
25429,2019,cf,Male,nopre,p3,l1,nopc,nob/c,266500,3.5,0.6883,6699.95,180,not_neg,not_int,not_lpsm,888000.0,home,1U,2580.0,EQUI,771,EXP,45-54,73.30508475,south,direct,0,29.0
25366,2019,cf,Male,nopre,p4,l1,nopc,nob/c,246500,4.99,0.0859,6425.0,240,not_neg,not_int,not_lpsm,638000.0,home,1U,7740.0,CIB,795,EXP,45-54,72.67156863,south,direct,0,21.0
25340,2019,cf,Female,nopre,p1,l1,nopc,nob/c,436500,2.75,1.0437,3432.4,108,not_neg,not_int,lpsm,708000.0,home,1U,18240.0,EQUI,505,CIB,45-54,77.82846715,south,direct,1,16.0
25555,2019,cf,Joint,pre,p1,l1,opc,nob/c,486500,3.56,0.7609,3029.75,180,not_neg,not_int,not_lpsm,678000.0,home,1U,4380.0,CIB,757,EXP,65-74,73.69888476,North,direct,0,54.0
25599,2019,ncf,Joint,pre,p2,l1,nopc,nob/c,1506500,4.0,0.6782,1749.5,360,not_neg,not_int,not_lpsm,438000.0,home,1U,25680.0,CRIF,730,EXP,35-44,20.15570934,south,direct,0,27.0
24934,2019,cf,Sex Not Available,nopre,p4,l2,nopc,nob/c,246500,2.75,0.9983,7468.75,360,not_neg,not_int,not_lpsm,488000.0,home,3U,8220.0,CIB,836,EXP,45-54,73.94859813,south,direct,0,
24962,2019,,Sex Not Available,,p3,l1,nopc,nob/c,486500,4.5,1.1194,2650.0,360,not_neg,not_int,not_lpsm,518000.0,home,4U,18480.0,CRIF,641,CIB,55-64,47.20149254,south,direct,0,7.0
25750,2019,ncf,Joint,,p4,l1,nopc,nob/c,606500,3.375,0.372,6252.81,300,not_neg,not_int,not_lpsm,1008000.0,home,1U,3780.0,CRIF,720,EXP,45-54,65.58679707,North-East,direct,0,34.0
24985,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,96500,4.5,0.1427,1552.63,240,not_neg,not_int,not_lpsm,708000.0,home,1U,2640.0,EQUI,639,CIB,25-34,42.66975309,North-East,direct,0,60.0
25799,2019,ncf,Joint,nopre,p4,l1,nopc,nob/c,336500,4.375,0.2743,1342.02,300,not_neg,not_int,lpsm,998000.0,home,1U,9900.0,EXP,869,EXP,<25,99.74489796,North,direct,0,32.0
25537,2019,cf,Sex Not Available,pre,p1,l1,nopc,nob/c,116500,4.5,-0.5844,4147.88,336,not_neg,not_int,not_lpsm,508000.0,home,1U,2820.0,CIB,736,CIB,65-74,63.84730539,south,direct,1,55.0
25443,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,436500,5.5,0.9356,2650.0,192,not_neg,not_int,not_lpsm,278000.0,home,3U,1560.0,CIB,824,EXP,55-64,44.04761905,North,direct,1,32.0
25814,2019,ncf,Male,pre,p4,l1,nopc,nob/c,666500,3.625,1.5693,12283.66,276,not_neg,not_int,lpsm,648000.0,home,4U,8460.0,CIB,817,CIB,45-54,66.93925234,North,direct,0,19.0
25752,2019,cf,Male,nopre,p4,l1,opc,nob/c,886500,3.625,0.2207,4706.73,96,neg_amm,not_int,not_lpsm,568000.0,home,4U,6840.0,CIB,799,CIB,>74,50.49212598,North,direct,0,30.0
25438,2019,,Joint,nopre,p3,l1,opc,b/c,466500,5.0,0.9786,1984.7,180,neg_amm,not_int,lpsm,388000.0,home,4U,6840.0,EXP,793,CIB,35-44,99.31192661,south,direct,0,44.0
25241,2019,cf,Female,nopre,p3,l2,nopc,nob/c,646500,4.75,1.7267,6314.88,228,not_neg,not_int,not_lpsm,798000.0,home,4U,5640.0,EQUI,697,CIB,65-74,51.39109698,North,direct,0,28.0
25047,2019,,Sex Not Available,nopre,p1,l1,nopc,nob/c,296500,2.75,0.5851,,120,not_neg,not_int,not_lpsm,838000.0,home,1U,5460.0,CRIF,755,EXP,>74,80.02793296,south,direct,0,42.0
25005,2019,cf,Sex Not Available,nopre,p1,l2,opc,nob/c,556500,3.625,0.9545,1134.37,324,not_neg,not_int,not_lpsm,638000.0,home,1U,1800.0,CIB,645,CIB,55-64,90.79341317,North,direct,0,25.0
25533,2019,cf,Sex Not Available,nopre,p3,l2,nopc,b/c,116500,4.25,0.5462,3718.63,144,not_neg,not_int,not_lpsm,1338000.0,home,3U,1260.0,EQUI,738,EXP,45-54,72.24919094,south,direct,0,36.0
25084,2019,cf,Male,nopre,p3,l2,nopc,b/c,236500,3.375,0.5148,1778.62,312,not_neg,int_only,not_lpsm,128000.0,home,1U,10560.0,CIB,886,CIB,35-44,51.49204244,south,direct,0,55.0
25404,2019,cf,Male,nopre,p2,l1,opc,nob/c,296500,2.875,-0.2,3900.0,360,not_neg,not_int,not_lpsm,1298000.0,home,1U,7800.0,CIB,892,EXP,35-44,31.98689956,North,direct,1,25.0
25637,2019,ncf,Male,nopre,p3,l1,nopc,nob/c,516500,,0.0695,3709.03,360,not_neg,not_int,not_lpsm,268000.0,home,3U,3720.0,CIB,845,EXP,35-44,94.05444126,south,direct,0,32.0
25278,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,86500,3.99,1.1254,1225.0,360,not_neg,not_int,not_lpsm,428000.0,home,3U,5640.0,CIB,599,EXP,<25,60.65891473,North,direct,0,19.0
24972,2019,cf,Male,nopre,p1,l1,nopc,nob/c,316500,4.375,0.0028,2131.24,276,not_neg,not_int,not_lpsm,788000.0,home,3U,12540.0,CIB,511,EXP,<25,54.88826816,North-East,direct,0,26.0
