ID,year,loan_limit,Gender,approv_in_adv,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
25840,2019,cf,Male,nopre,p3,l1,nopc,nob/c,126500,4.56,1.2197,939.2,120,neg_amm,not_int,not_lpsm,118000.0,home,4U,9060.0,CIB,699,CIB,45-54,51.49204244,central,direct,0,27.0
25834,2019,,Male,nopre,p3,l1,nopc,nob/c,426500,5.19,0.5743,3561.22,360,neg_amm,not_int,not_lpsm,1268000.0,home,4U,21660.0,CRIF,851,CIB,55-64,86.59539474,North,direct,0,23.0
25485,2019,cf,Sex Not Available,pre,p4,l1,nopc,nob/c,386500,4.125,0.4178,209.0,360,neg_amm,not_int,not_lpsm,518000.0,home,2U,2280.0,CIB,873,EXP,45-54,77.17391304,south,direct,0,49.0
25457,2019,ncf,Joint,nopre,p4,l1,nopc,nob/c,116500,2.99,-0.2387,16087.19,312,not_neg,not_int,lpsm,938000.0,home,1U,1980.0,CIB,557,CIB,65-74,81.47482014,south,direct,0,33.0
25117,2019,ncf,Sex Not Available,nopre,p3,l1,nopc,nob/c,426500,4.5,-0.0995,194.56,360,not_neg,not_int,not_lpsm,618000.0,home,3U,5340.0,CIB,838,EXP,35-44,34.375,North,direct,0,16.0
25343,2019,cf,Female,nopre,p4,l1,nopc,nob/c,436500,4.25,0.2961,3553.0,156,not_neg,not_int,not_lpsm,568000.0,home,1U,3360.0,EXP,574,CIB,<25,19.61009174,south,direct,0,33.0
24921,2019,ncf,Female,nopre,p3,l1,nopc,nob/c,406500,5.25,0.8613,4979.25,180,not_neg,not_int,not_lpsm,688000.0,home,1U,7980.0,CIB,644,CIB,35-44,22.49034749,south,direct,0,15.0
25894,2019,cf,Male,nopre,p3,l2,nopc,nob/c,196500,3.99,0.1681,3585.91,180,not_neg,not_int,lpsm,948000.0,home,1U,2280.0,CRIF,597,EXP,45-54,37.44019139,south,direct,0,15.0
25454,2019,cf,Female,nopre,p2,l1,nopc,nob/c,336500,,0.4847,3022.0,348,not_neg,not_int,not_lpsm,68000.0,home,1U,8100.0,EXP,801,EXP,,87.72189349,south,direct,0,19.0
25832,2019,cf,Female,nopre,p1,l2,nopc,nob/c,286500,5.0,1.3051,1342.02,288,not_neg,not_int,not_lpsm,3848000.0,home,1U,5880.0,CRIF,594,CIB,55-64,51.49204244,south,direct,0,39.0
25638,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,536500,3.99,0.2743,5760.0,312,not_neg,int_only,not_lpsm,108000.0,home,2U,12060.0,EXP,649,CIB,35-44,67.51893939,south,direct,0,32.0
25266,2019,cf,Male,nopre,p4,l1,nopc,nob/c,66500,2.875,-0.2118,6931.25,180,neg_amm,not_int,not_lpsm,978000.0,home,1U,6300.0,EXP,660,EXP,45-54,75.65502183,south,direct,0,35.0
25781,2019,cf,Joint,nopre,p4,l2,nopc,nob/c,616500,3.99,0.5336,4542.18,240,not_neg,not_int,not_lpsm,828000.0,home,4U,16560.0,CIB,733,CIB,55-64,102.9513889,North,direct,0,37.0
25486,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,826500,4.125,1.1345,433.6,192,not_neg,not_int,not_lpsm,668000.0,home,1U,6960.0,CIB,563,EXP,65-74,96.95767196,North,direct,0,36.0
25734,2019,cf,Male,nopre,p2,l1,nopc,b/c,476500,4.125,0.5642,2722.95,300,not_neg,not_int,not_lpsm,798000.0,home,1U,10200.0,CRIF,515,CIB,25-34,66.15168539,North,direct,0,36.0
25761,2019,cf,Joint,nopre,p4,l1,opc,nob/c,516500,5.19,0.9691,2995.0,180,not_neg,not_int,not_lpsm,578000.0,home,1U,78120.0,EXP,873,EXP,,78.11004785,North,direct,0,
25583,2019,ncf,Female,nopre,p4,l1,nopc,nob/c,56500,5.19,0.0903,6935.77,228,not_neg,int_only,not_lpsm,1008000.0,home,1U,11640.0,EXP,618,EXP,,87.39754098,south,direct,0,48.0
24915,2019,cf,Joint,pre,p1,l1,opc,nob/c,366500,3.625,0.9983,5485.0,192,not_neg,int_only,lpsm,438000.0,home,3U,8700.0,EXP,620,CIB,45-54,68.8547486,south,direct,0,59.0
25767,2019,cf,Male,nopre,p4,l1,nopc,nob/c,326500,3.375,0.3188,3817.34,144,not_neg,not_int,not_lpsm,338000.0,home,1U,12060.0,EQUI,532,EXP,55-64,73.47161572,south,direct,0,43.0
25550,2019,ncf,Female,nopre,p1,l1,nopc,nob/c,576500,4.75,0.8946,2650.0,276,not_neg,not_int,not_lpsm,688000.0,home,1U,10740.0,CIB,716,CIB,35-44,94.47115385,south,direct,1,56.0
25338,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,316500,5.75,,5811.67,120,not_neg,not_int,not_lpsm,,home,1U,1860.0,CRIF,520,CIB,35-44,82.20524017,south,direct,1,30.0
25505,2019,cf,Male,,p4,l1,opc,nob/c,866500,4.18,-0.0589,4229.08,312,neg_amm,not_int,not_lpsm,318000.0,home,1U,8760.0,EXP,713,EXP,55-64,83.80503145,North,direct,0,49.0
25706,2019,cf,Joint,nopre,p3,l1,opc,nob/c,406500,4.25,0.3987,3731.69,312,not_neg,not_int,lpsm,218000.0,home,1U,6960.0,CIB,623,CIB,55-64,75.48543689,North,direct,0,32.0
25529,2019,cf,Female,nopre,p4,l2,opc,nob/c,1226500,3.99,0.9023,3259.44,348,not_neg,not_int,not_lpsm,88000.0,home,1U,4860.0,CIB,799,EXP,35-44,63.55421687,North,direct,0,18.0
25541,2019,cf,Sex Not Available,nopre,p1,l1,nopc,nob/c,696500,,0.1033,1722.89,300,not_neg,not_int,not_lpsm,578000.0,home,1U,6600.0,EXP,685,CIB,<25,87.89370079,south,direct,1,15.0
25456,2019,cf,Sex Not Available,pre,p2,l2,nopc,nob/c,466500,5.375,0.3338,1583.1,180,not_neg,not_int,not_lpsm,2128000.0,home,1U,10920.0,EQUI,645,EXP,35-44,87.42283951,North,direct,0,32.0
25281,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,636500,5.75,-0.428,810.9,300,not_neg,not_int,not_lpsm,1508000.0,home,1U,3000.0,CIB,665,CIB,<25,55.79896907,central,direct,0,20.0
25306,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,256500,4.0,-0.1235,16593.75,276,not_neg,int_only,lpsm,588000.0,home,1U,3480.0,EXP,843,EXP,55-64,70.89665653,south,direct,0,16.0
25208,2019,ncf,Male,pre,p3,l2,nopc,nob/c,1416500,2.99,0.2305,3686.8,180,not_neg,not_int,not_lpsm,128000.0,home,1U,39300.0,EQUI,730,CIB,25-34,63.48920863,North,direct,0,7.0
25283,2019,cf,Male,nopre,p4,l2,nopc,nob/c,816500,3.625,-0.1789,662.44,360,neg_amm,not_int,not_lpsm,148000.0,home,1U,8520.0,CRIF,708,CIB,,40.21883289,North,direct,0,36.0
