ID,year,loan_limit,Gender,approv_in_adv,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
24955,2019,cf,Female,,p1,l2,opc,nob/c,226500,5.625,0.5716,13430.0,120,not_neg,not_int,not_lpsm,718000.0,home,1U,14640.0,CRIF,653,CIB,55-64,109.8404255,south,direct,0,6.0
25364,2019,ncf,Male,,p4,l1,opc,nob/c,126500,4.18,-0.151,2080.0,192,neg_amm,not_int,not_lpsm,878000.0,home,1U,7200.0,EXP,787,CIB,25-34,63.84730539,North,direct,1,10.0
24979,2019,cf,Male,nopre,p4,l1,opc,nob/c,146500,3.69,0.4562,2594.0,312,not_neg,not_int,not_lpsm,468000.0,home,3U,8640.0,CIB,601,EXP,35-44,75.06868132,North,direct,1,50.0
25798,2019,cf,Sex Not Available,,p3,l1,nopc,nob/c,226500,5.19,1.0431,1036.21,120,not_neg,not_int,lpsm,498000.0,home,1U,7140.0,CIB,792,CIB,55-64,96.49390244,central,direct,0,40.0
25101,2019,cf,Joint,nopre,p2,l1,opc,nob/c,466500,4.99,0.5933,6332.73,180,not_neg,not_int,not_lpsm,878000.0,home,1U,10380.0,CIB,827,CIB,<25,62.01431493,North-East,direct,1,9.0
25812,2019,,Sex Not Available,nopre,p2,l1,nopc,nob/c,206500,4.25,0.4438,2292.46,360,not_neg,not_int,not_lpsm,1068000.0,home,2U,4320.0,EQUI,707,CIB,45-54,69.95798319,North,direct,0,
25784,2019,ncf,Sex Not Available,nopre,p3,l1,nopc,nob/c,656500,5.25,0.8946,6786.81,360,not_neg,not_int,not_lpsm,608000.0,home,3U,13800.0,CRIF,632,EXP,65-74,73.99713467,south,direct,0,9.0
24920,2019,cf,Male,nopre,p1,l2,nopc,nob/c,266500,3.99,0.1502,7608.1,120,not_neg,not_int,not_lpsm,658000.0,home,4U,21660.0,CIB,815,EXP,45-54,69.29530201,North,direct,0,19.0
25636,2019,cf,Sex Not Available,pre,p4,l2,nopc,b/c,156500,3.99,-0.1822,2222.02,336,not_neg,not_int,not_lpsm,138000.0,home,1U,18720.0,CRIF,557,CIB,25-34,69.57417582,south,direct,1,17.0
25380,2019,cf,Joint,nopre,p3,l1,opc,nob/c,266500,3.56,0.5343,7628.9,108,neg_amm,not_int,not_lpsm,528000.0,home,3U,1260.0,CRIF,573,CIB,45-54,85.34836066,south,direct,0,45.0
25292,2019,cf,Male,nopre,p3,l1,nopc,nob/c,276500,3.75,0.616,194.56,156,not_neg,int_only,not_lpsm,848000.0,home,1U,4140.0,CRIF,755,CIB,>74,63.48920863,North,direct,0,55.0
