ID,year,loan_limit,Gender,approv_in_adv,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
25077,2019,cf,Sex Not Available,nopre,p1,l1,nopc,nob/c,366500,4.99,-0.2432,3500.0,180,not_neg,int_only,lpsm,978000.0,home,1U,3360.0,CIB,738,CIB,25-34,34.13608563,south,direct,0,55.0
25377,2019,cf,Joint,nopre,p2,l1,nopc,nob/c,466500,5.625,0.544,6380.0,336,not_neg,not_int,lpsm,708000.0,home,1U,12060.0,CRIF,828,CIB,,31.35696822,south,direct,0,
25143,2019,cf,Male,pre,p3,l2,nopc,nob/c,156500,4.56,1.2132,4850.0,324,not_neg,not_int,not_lpsm,468000.0,home,1U,2280.0,CRIF,525,EXP,45-54,74.543379,North,direct,0,24.0
25792,2019,cf,Male,pre,p3,l1,nopc,nob/c,156500,3.49,-0.0713,3890.58,360,not_neg,not_int,lpsm,298000.0,home,1U,9000.0,CRIF,817,EXP,65-74,80.70934256,North,direct,1,52.0
25306,2019,cf,Female,nopre,p4,l2,opc,b/c,186500,4.125,1.2598,3905.9,144,not_neg,not_int,lpsm,868000.0,home,1U,1620.0,EXP,678,CIB,55-64,52.90697674,central,direct,0,49.0
25186,2019,cf,Female,nopre,p3,l1,nopc,b/c,106500,5.375,0.4771,2590.4,360,not_neg,not_int,not_lpsm,738000.0,home,1U,10380.0,EXP,769,EXP,45-54,28.08441558,North,direct,1,14.0
25283,2019,cf,Male,nopre,p1,l1,nopc,nob/c,246500,5.75,0.1691,1266.47,312,not_neg,not_int,lpsm,978000.0,home,1U,18240.0,CRIF,622,CIB,45-54,68.95886889,North,direct,1,25.0
25899,2019,cf,Female,nopre,p3,l1,nopc,nob/c,596500,2.75,0.5022,5638.0,144,not_neg,not_int,not_lpsm,2608000.0,home,1U,2040.0,EXP,797,EXP,45-54,98.29545455,south,direct,0,6.0
25046,2019,cf,Male,,p3,l1,nopc,nob/c,606500,5.625,0.1574,3170.0,192,not_neg,not_int,not_lpsm,3408000.0,home,2U,9660.0,EQUI,730,EXP,,81.47482014,North,direct,0,31.0
25617,2019,cf,Joint,nopre,p1,l1,nopc,nob/c,586500,4.375,0.4341,6052.0,108,neg_amm,int_only,not_lpsm,408000.0,home,1U,2700.0,CIB,843,CIB,>74,65.18138801,central,direct,0,49.0
25237,2019,cf,Joint,,p4,l1,nopc,nob/c,386500,4.625,0.5148,6090.0,360,not_neg,not_int,lpsm,308000.0,home,2U,14580.0,EXP,795,CIB,45-54,92.7852349,North,direct,0,54.0
25300,2019,cf,Joint,pre,p3,l1,opc,nob/c,436500,,0.3451,2280.0,156,not_neg,not_int,lpsm,258000.0,home,4U,13080.0,EQUI,525,EXP,45-54,69.73684211,south,direct,0,21.0
25390,2019,,Sex Not Available,nopre,p3,l1,opc,nob/c,586500,,0.2828,4250.0,348,not_neg,not_int,not_lpsm,98000.0,home,1U,4920.0,CRIF,668,EXP,<25,49.0942029,North,direct,0,50.0
25763,2019,cf,Male,nopre,p2,l1,nopc,nob/c,286500,3.375,-0.155,4150.0,180,not_neg,not_int,lpsm,788000.0,home,1U,4560.0,CRIF,808,EXP,45-54,59.67048711,south,direct,0,45.0
25178,2019,,Male,,p3,l1,nopc,nob/c,346500,3.375,0.4371,6052.0,360,not_neg,not_int,not_lpsm,418000.0,home,4U,1980.0,EQUI,875,EXP,65-74,71.2628866,North,direct,0,36.0
25587,2019,cf,Sex Not Available,pre,p4,l1,nopc,nob/c,186500,3.775,1.0893,2378.13,156,not_neg,not_int,not_lpsm,878000.0,home,1U,9780.0,CIB,744,EXP,65-74,69.26523297,south,direct,0,55.0
25902,2019,cf,Female,nopre,p4,l1,nopc,nob/c,696500,,0.325,6656.0,360,not_neg,not_int,not_lpsm,458000.0,home,1U,26100.0,CRIF,868,EXP,35-44,58.63486842,central,direct,0,39.0
25085,2019,cf,Joint,pre,p4,l2,nopc,nob/c,136500,5.375,0.4876,5166.3,348,neg_amm,not_int,not_lpsm,798000.0,home,4U,8640.0,EXP,742,EXP,55-64,84.54773869,south,direct,0,6.0
25575,2019,cf,Joint,nopre,p4,l2,nopc,nob/c,886500,3.99,1.0936,4620.0,96,not_neg,not_int,not_lpsm,518000.0,home,2U,12540.0,EXP,810,CIB,45-54,86.13945578,North,direct,0,52.0
25390,2019,cf,Male,nopre,p4,l1,nopc,nob/c,146500,4.25,0.4281,10510.76,300,not_neg,not_int,not_lpsm,208000.0,home,1U,10860.0,EXP,573,CIB,>74,75.65502183,North-East,direct,0,43.0
25165,2019,cf,Joint,,p4,l1,nopc,nob/c,246500,3.875,1.5693,2131.24,276,not_neg,not_int,lpsm,378000.0,home,1U,3240.0,EXP,575,EXP,>74,57.96568627,North-East,direct,0,59.0
25029,2019,ncf,Joint,nopre,p2,l1,nopc,nob/c,156500,2.75,0.8243,4866.2,300,not_neg,int_only,lpsm,,home,2U,8220.0,CIB,500,CIB,<25,71.78899083,south,direct,0,46.0
25436,2019,cf,Sex Not Available,,p4,l1,nopc,nob/c,796500,3.75,0.4361,19700.0,288,not_neg,not_int,not_lpsm,878000.0,home,1U,4920.0,EXP,575,CIB,35-44,33.93416928,North-East,direct,0,53.0
