ID,year,loan_limit,Gender,approv_in_adv,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
25441,2019,cf,Joint,pre,p1,l2,opc,nob/c,476500,3.49,0.6818,5634.69,324,neg_amm,not_int,not_lpsm,288000.0,home,1U,5460.0,CRIF,591,CIB,45-54,53.20512821,North,direct,0,39.0
24969,2019,cf,Sex Not Available,pre,p1,l1,nopc,nob/c,346500,4.5,0.5641,5560.63,228,not_neg,not_int,not_lpsm,988000.0,home,1U,4380.0,EXP,801,CIB,55-64,69.30428135,south,direct,0,38.0
24978,2019,cf,Joint,,p4,l1,nopc,nob/c,166500,3.125,0.2448,7118.48,360,not_neg,int_only,not_lpsm,998000.0,home,3U,13800.0,EXP,511,EXP,45-54,61.36363636,central,direct,0,45.0
25856,2019,cf,Sex Not Available,nopre,p1,l1,nopc,nob/c,316500,3.99,-0.3409,5650.0,300,not_neg,not_int,not_lpsm,1228000.0,home,4U,14100.0,CRIF,556,CIB,55-64,56.29496403,central,direct,0,60.0
25043,2019,cf,Male,nopre,p4,l1,nopc,nob/c,136500,4.125,0.1008,6661.88,240,not_neg,int_only,not_lpsm,158000.0,home,2U,8520.0,CRIF,676,CIB,<25,89.02116402,south,direct,0,47.0
25529,2019,ncf,Sex Not Available,nopre,p3,l1,nopc,nob/c,146500,4.625,0.6945,4979.25,360,not_neg,int_only,not_lpsm,438000.0,home,1U,6960.0,EQUI,846,EXP,65-74,50.55803571,south,direct,0,15.0
25749,2019,cf,Male,,p4,l1,nopc,nob/c,166500,3.75,0.0513,5485.0,96,not_neg,not_int,lpsm,398000.0,home,1U,2220.0,CRIF,758,EXP,35-44,77.05223881,North,direct,1,44.0
25789,2019,,Male,nopre,p3,l2,nopc,nob/c,486500,,0.362,4486.63,300,not_neg,not_int,not_lpsm,88000.0,home,4U,4860.0,CIB,793,EXP,25-34,78.71621622,south,direct,1,26.0
25201,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,376500,4.125,1.4069,1330.09,240,not_neg,not_int,not_lpsm,478000.0,home,2U,6540.0,EXP,555,CIB,45-54,79.65328467,south,direct,0,59.0
25434,2019,cf,Female,nopre,p3,l1,opc,nob/c,246500,3.0,0.5859,16087.19,360,not_neg,not_int,not_lpsm,188000.0,home,4U,18480.0,EXP,616,CIB,45-54,92.72151899,North,direct,0,30.0
25075,2019,,Male,pre,p3,l1,nopc,b/c,256500,4.375,-0.9908,9323.75,360,not_neg,not_int,not_lpsm,328000.0,home,1U,12660.0,CIB,586,EXP,45-54,74.543379,North,direct,0,6.0
25012,2019,cf,Joint,nopre,p2,l1,nopc,nob/c,416500,3.5,0.2743,3996.87,360,not_neg,not_int,not_lpsm,1538000.0,home,3U,2040.0,CIB,875,CIB,45-54,71.28820961,North,direct,0,17.0
25152,2019,cf,Female,nopre,p4,l1,nopc,nob/c,716500,4.18,0.4474,2337.4,276,not_neg,not_int,not_lpsm,118000.0,home,1U,6900.0,EXP,535,CIB,,97.24880383,North,direct,0,22.0
25360,2019,ncf,Female,nopre,p3,l1,opc,nob/c,326500,3.775,0.2594,1700.0,360,not_neg,not_int,not_lpsm,898000.0,home,1U,5520.0,EXP,876,EXP,45-54,49.71526196,south,direct,1,10.0
25157,2019,cf,Male,pre,p4,l1,nopc,nob/c,86500,3.625,0.0938,1235.0,240,not_neg,not_int,not_lpsm,398000.0,home,1U,6060.0,CIB,537,CIB,45-54,94.73039216,south,direct,0,54.0
25513,2019,cf,Female,nopre,p3,l1,nopc,nob/c,626500,4.375,-0.6949,1401.13,312,not_neg,not_int,not_lpsm,538000.0,home,1U,10200.0,CIB,892,CIB,45-54,19.1091954,North,direct,0,14.0
25461,2019,ncf,Joint,,p4,l2,nopc,nob/c,86500,3.25,-0.0589,1109.31,180,not_neg,not_int,lpsm,108000.0,home,1U,4020.0,EXP,781,CIB,45-54,61.36363636,central,direct,0,39.0
25528,2019,cf,Joint,pre,p1,l1,nopc,b/c,266500,3.56,-0.3261,4700.0,360,not_neg,not_int,not_lpsm,758000.0,home,1U,1140.0,CIB,697,CIB,35-44,80.96330275,North,direct,0,32.0
25674,2019,cf,Sex Not Available,pre,p3,l1,nopc,nob/c,476500,3.375,1.153,3831.19,240,neg_amm,not_int,not_lpsm,578000.0,home,3U,1140.0,CIB,679,CIB,35-44,96.7877095,North,direct,0,39.0
25001,2019,cf,Male,nopre,p3,l1,nopc,nob/c,796500,3.69,0.9291,3036.69,360,not_neg,not_int,lpsm,288000.0,home,3U,8220.0,EQUI,632,EXP,55-64,47.84482759,North,direct,0,54.0
25411,2019,ncf,Sex Not Available,nopre,p4,l1,nopc,nob/c,486500,3.7,1.895,3808.56,312,not_neg,not_int,not_lpsm,568000.0,home,1U,12960.0,EQUI,574,EXP,55-64,85.95890411,south,direct,0,27.0
25358,2019,cf,Sex Not Available,,p3,l2,nopc,b/c,326500,4.125,0.5677,5512.38,360,not_neg,not_int,not_lpsm,668000.0,home,3U,1560.0,CRIF,648,EXP,25-34,67.40506329,North,direct,1,42.0
25084,2019,,Joint,nopre,p4,l1,nopc,nob/c,336500,4.49,-0.1108,6547.5,96,neg_amm,not_int,not_lpsm,738000.0,home,4U,6480.0,CIB,898,CIB,35-44,61.92434211,south,direct,0,51.0
25449,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,226500,4.625,0.3523,6090.0,180,neg_amm,not_int,not_lpsm,548000.0,home,1U,8940.0,EQUI,791,EXP,25-34,79.45402299,south,direct,0,52.0
25648,2019,cf,Joint,nopre,p3,l1,opc,nob/c,26500,,-0.3049,1685.78,300,not_neg,not_int,not_lpsm,148000.0,home,3U,3000.0,CRIF,746,EXP,35-44,33.97435897,North,direct,0,45.0
25911,2019,cf,Male,nopre,p2,l1,opc,nob/c,636500,5.625,0.2054,3561.22,144,not_neg,not_int,not_lpsm,1068000.0,home,3U,3180.0,EXP,662,CIB,55-64,81.47482014,south,direct,0,32.0
24967,2019,cf,Male,nopre,p2,l2,nopc,b/c,666500,3.99,0.0855,2462.96,360,neg_amm,not_int,not_lpsm,888000.0,home,1U,5400.0,EXP,512,CIB,<25,97.37442922,south,direct,0,5.0
25782,2019,cf,Male,nopre,p2,l1,nopc,nob/c,116500,4.0,-0.0425,4926.52,360,not_neg,not_int,not_lpsm,1138000.0,home,1U,9240.0,CRIF,501,EXP,<25,71.09872611,North,direct,0,18.0
25468,2019,,Sex Not Available,nopre,p4,l1,nopc,nob/c,166500,,0.6536,14135.15,144,not_neg,not_int,lpsm,1088000.0,home,1U,18420.0,EXP,538,CIB,45-54,80.66037736,North,direct,1,61.0
25709,2019,cf,Male,pre,p4,l2,nopc,nob/c,136500,4.99,0.5716,1644.21,192,not_neg,not_int,not_lpsm,678000.0,home,2U,2580.0,CRIF,892,EXP,,44.61722488,North,direct,0,38.0
25186,2019,cf,Sex Not Available,nopre,p2,l1,nopc,nob/c,266500,4.625,0.8173,2722.95,120,not_neg,not_int,lpsm,328000.0,home,1U,7920.0,CRIF,731,EXP,>74,67.04545455,North,direct,0,21.0
25756,2019,cf,Female,nopre,p3,l1,nopc,nob/c,156500,3.775,0.7548,3518.7,180,not_neg,not_int,not_lpsm,468000.0,home,4U,2520.0,EQUI,550,CIB,55-64,67.13709677,North,direct,1,40.0
25099,2019,cf,Female,nopre,p4,l1,nopc,nob/c,226500,5.625,1.1194,3000.0,156,not_neg,int_only,lpsm,1258000.0,home,4U,8700.0,CRIF,753,CIB,65-74,90.65349544,south,direct,0,41.0
25228,2019,cf,Sex Not Available,nopre,p1,l1,nopc,nob/c,496500,5.75,0.8896,3230.05,240,not_neg,not_int,not_lpsm,428000.0,home,1U,8100.0,EXP,620,CIB,35-44,77.23463687,North,direct,0,55.0
25184,2019,cf,Joint,nopre,p1,l2,opc,nob/c,96500,3.5,0.605,3149.5,240,not_neg,not_int,lpsm,768000.0,home,1U,3660.0,EQUI,848,EXP,55-64,80.50239234,south,direct,1,13.0
25139,2019,cf,Male,pre,p3,l2,nopc,nob/c,186500,3.69,0.2531,3686.8,180,not_neg,not_int,not_lpsm,208000.0,home,1U,4140.0,CIB,686,CIB,45-54,83.203125,central,direct,0,41.0
25896,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,676500,3.5,0.2517,146.41,360,not_neg,not_int,lpsm,418000.0,home,1U,5820.0,CIB,664,CIB,55-64,83.26612903,central,direct,1,25.0
25011,2019,,Sex Not Available,nopre,p4,l1,opc,nob/c,176500,3.65,0.6173,2617.25,156,not_neg,int_only,not_lpsm,528000.0,home,4U,7020.0,EXP,640,CIB,45-54,73.93617021,North,direct,1,24.0
25794,2019,ncf,Sex Not Available,nopre,p2,l1,nopc,b/c,256500,3.99,1.3652,2932.5,288,not_neg,not_int,not_lpsm,1088000.0,home,2U,2820.0,CIB,780,CIB,65-74,73.93617021,North-East,direct,0,15.0
25553,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,126500,4.875,0.7548,1845.0,276,neg_amm,not_int,not_lpsm,1028000.0,home,3U,5400.0,CRIF,722,EXP,55-64,72.48953975,North,direct,0,34.0
25327,2019,ncf,Female,nopre,p3,l1,nopc,nob/c,296500,3.99,0.3338,10625.0,300,not_neg,not_int,not_lpsm,778000.0,home,1U,2760.0,CIB,877,CIB,65-74,78.67483296,south,direct,0,48.0
25102,2019,cf,Joint,nopre,p3,l1,nopc,b/c,286500,3.75,0.2374,358.78,120,not_neg,int_only,lpsm,1048000.0,home,4U,15840.0,CIB,694,EXP,45-54,90.42750929,North,direct,1,58.0
25484,2019,cf,Joint,nopre,p4,l1,nopc,b/c,506500,,0.6654,1345.0,108,not_neg,int_only,not_lpsm,418000.0,home,1U,5580.0,EQUI,648,CIB,>74,72.82934132,North,direct,0,23.0
25777,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,316500,3.625,-0.2292,1749.5,180,not_neg,not_int,lpsm,608000.0,home,1U,8640.0,CRIF,583,EXP,35-44,76.78571429,North,direct,0,58.0
25093,2019,cf,Female,nopre,p1,l1,opc,nob/c,356500,3.75,0.1574,4478.4,276,not_neg,not_int,not_lpsm,928000.0,home,1U,7320.0,CIB,616,EXP,35-44,87.74154589,south,direct,0,60.0
